ano,codmunres,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia
2021,260760,9,1,1,304,0,0,62.529,45.6321,102.1431,0,0,45.6321,102.1431,0,62.529,45.6321,0,306,45.6321,45.6321,45.6321,315,306,261160,196,64.1,260960,85,27.8,260005,18,5.9,2344882,85,HOSPITAL DO TRICENTENARIO
2021,260765,94,80,166,107,0,0,90.3859,29.2462,42.2131,0,90.3859,0,52.8738,0,62.4902,29.2462,29.6403,353,52.8738,90.3859,29.6403,447,353,261160,106,30,260620,90,25.5,260950,46,13,2711885,90,
2021,260770,89,1,2,78,13,418.8859,163.5957,75.8718,62.6321,418.8859,163.5957,19,0,288.4721,0,75.8718,62.6321,94,75.8718,418.8859,75.8718,183,94,260010,73,77.7,261160,11,11.7,261360,5,5.3,2428385,69,HOSPITAL REGIONAL EMILIA CAMARA
2021,260775,5,0,14,372,1,168.0482,82.5045,35.432,0,0,82.5045,35.432,0,168.0482,0,35.432,0,387,35.432,35.432,35.432,392,387,261160,265,68.5,260960,83,21.4,260890,14,3.6,2344882,83,HOSPITAL DO TRICENTENARIO
2021,260780,14,6,155,20,0,0,83.0688,28.639,85.2849,0,83.0688,0,85.2849,0,22.6133,28.639,85.2849,181,55.7091,83.0688,22.6133,195,181,261160,79,43.6,260950,59,32.6,260620,20,11,2711958,59,HOSPITAL ERMIRIO COUTINHO
2021,260790,2340,4,51,6259,6,439.4676,82.7269,23.8586,549.0522,316.9812,82.7269,23.8586,790.6251,485.641,70.9348,23.8586,307.4793,6320,23.8586,23.8586,23.8586,8660,6320,261160,5949,94.1,260290,169,2.7,261640,102,1.6,7958838,1088,US 444 HOSPITAL DA MULHER DO RECIFE DRA MERCES PONTES CUNHA
2021,260795,14,0,34,95,5,75.6036,148.9368,28.1714,0,75.6036,148.9368,28.1714,0,75.6036,148.9368,90.9946,0,134,28.1714,28.1714,148.9368,148,134,261000,94,70.1,261160,34,25.4,260410,5,3.7,2428393,76,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,260800,52,13,1,91,62,228.732,135.1032,93.4684,96.1449,228.732,135.1032,93.4684,143.5587,179.38,0,93.4684,96.1449,167,93.4684,228.732,93.4684,219,167,260410,82,49.1,261160,42,25.1,260890,10,6,2351994,67,HOSPITAL DE CARUARU JESUS NAZARENO
2021,260805,43,76,29,37,32,472.219,179.8429,14.7018,31.2058,472.219,0,218.1212,138.9152,342.9976,179.8429,14.7018,31.2058,174,31.2058,472.219,31.2058,217,174,292400,75,43.1,261390,23,13.2,261100,21,12.1,2533480,69,HOSPITAL NAIR ALVES DE SOUZA
2021,260810,14,0,107,221,1,102.7736,107.3195,19.9447,0,0,107.3195,19.9447,0,102.7736,63.4607,19.9447,0,329,19.9447,19.9447,19.9447,343,329,260890,179,54.4,261160,91,27.7,260950,40,12.2,7551584,104,HOSPITAL DO VALE
2021,260820,2,1,62,159,4,93.7431,115.7819,13.495,233.523,93.7431,115.7819,13.495,233.523,93.7431,115.7819,58.6273,0,226,13.495,13.495,115.7819,228,226,261000,155,68.6,261160,57,25.2,260790,5,2.2,2428393,132,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,260825,6,0,9,138,33,215.2472,85.3009,31.8749,0,215.2472,85.3009,31.8749,0,165.8953,85.3009,31.8749,0,180,31.8749,215.2472,31.8749,186,180,260600,137,76.1,261160,29,16.1,260410,9,5,2638991,113,HOSPITAL INFANTIL PALMIRA SALES
2021,260830,43,0,30,162,71,207.2766,77.3398,24.6388,0,207.2766,0,24.6388,0,157.9246,77.3398,24.6388,0,263,24.6388,24.6388,24.6388,306,263,260600,157,59.7,261160,61,23.2,260410,30,11.4,2702983,89,HOSPITAL REGIONAL DOM MOURA
2021,260840,15,0,32,105,37,194.3151,66.799,70.4992,0,194.3151,66.799,70.4992,0,144.9631,66.799,70.4992,0,174,70.4992,194.3151,70.4992,189,174,260410,100,57.5,261160,31,17.8,260600,30,17.2,2351994,96,HOSPITAL DE CARUARU JESUS NAZARENO
2021,260845,10,0,100,124,2,685.6365,61.2891,17.7605,0,685.6365,61.2891,17.7605,0,0,61.2891,22.6319,0,226,22.6319,61.2891,22.6319,236,226,261160,87,38.5,260890,72,31.9,260950,49,21.7,2711958,49,HOSPITAL ERMIRIO COUTINHO
2021,260850,14,0,147,170,0,0,70.0138,25.7884,0,0,70.0138,25.7884,0,0,70.0138,31.6548,0,317,31.6548,70.0138,31.6548,331,317,261160,125,39.4,260890,92,29,260950,74,23.3,2711958,73,HOSPITAL ERMIRIO COUTINHO
2021,260860,24,2,19,73,29,259.7892,136.593,37.5622,95.973,259.7892,0,37.5622,54.8504,217.2628,136.593,37.5622,137.0955,123,37.5622,37.5622,136.593,147,123,260600,73,59.3,261160,22,17.9,260410,19,15.4,2702983,53,HOSPITAL REGIONAL DOM MOURA
2021,260870,13,0,34,59,70,53.8578,181.1711,52.6538,0,53.8578,181.1711,52.6538,0,53.8578,181.1711,15.7977,0,163,53.8578,52.6538,53.8578,176,163,260410,55,33.7,261000,52,31.9,261160,33,20.2,2351994,43,HOSPITAL DE CARUARU JESUS NAZARENO
2021,260875,115,95,12,152,3,262.0296,211.3586,53.2181,57.9111,0,186.1933,53.2181,0,262.0296,211.3586,53.2181,57.9111,262,53.2181,53.2181,57.9111,377,262,261110,152,58,291840,92,35.1,261560,6,2.3,2430711,118,HOSPITAL DOM MALAN
2021,260880,190,5,152,207,115,194.3221,64.3757,36.1977,100.0094,194.3221,64.3757,36.1977,0,144.9701,64.3757,36.1977,100.0094,479,64.3757,36.1977,64.3757,669,479,260600,207,43.2,260410,143,29.9,261160,94,19.6,2702983,145,HOSPITAL REGIONAL DOM MOURA
2021,260890,444,1,256,53,3,84.748,78.5226,39.8654,143.9912,84.748,78.5226,0,143.9912,84.748,45.7745,39.8654,0,313,78.5226,78.5226,45.7745,757,313,261160,209,66.8,260950,49,15.7,261640,35,11.2,2427427,53,HOSPITAL BARAO DE LUCENA
2021,260900,71,2,250,18,0,0,100.4954,22.0616,106.8182,0,116.7509,0,106.8182,0,53.8683,22.0616,0,270,53.8683,116.7509,53.8683,341,270,261160,122,45.2,260950,93,34.4,260890,29,10.7,2711958,93,HOSPITAL ERMIRIO COUTINHO
2021,260910,16,0,79,112,0,0,105.1279,32.0411,0,0,105.1279,32.0411,0,0,105.1279,49.415,0,191,49.415,105.1279,49.415,207,191,261160,70,36.6,260890,62,32.5,260950,47,24.6,2711958,47,HOSPITAL ERMIRIO COUTINHO
2021,260915,59,2,3,108,80,226.3807,220.1491,103.4043,89.5784,356.6952,0,103.4043,70.5416,226.3807,220.1491,177.4566,108.6151,193,147.2872,103.4043,177.4566,252,193,260120,65,33.7,260510,36,18.7,261160,31,16.1,2551764,60,HOSPITAL REGIONAL RUY DE BARROS CORREIA
2021,260920,6,3,39,99,7,85.207,158.4899,37.7245,71.9982,85.207,158.4899,37.7245,0,85.207,158.4899,0,71.9982,148,37.7245,37.7245,85.207,154,148,261000,98,66.2,261160,36,24.3,260410,7,4.7,2428393,74,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,260930,8,1,8,248,15,65.0595,297.9823,64.2652,302.6752,65.0595,297.9823,64.2652,0,43.4903,251.8439,64.2652,302.6752,272,64.2652,65.0595,64.2652,280,272,261220,248,91.2,261390,8,2.9,261110,7,2.6,2356287,242,HOSPITAL REGIONAL INACIO DE SA
2021,260940,6,0,7,744,3,87.0778,63.1244,26.8237,0,87.0778,63.1244,28.6967,0,0,63.1244,26.8237,0,754,26.8237,28.6967,26.8237,760,754,261640,507,67.2,261160,206,27.3,260790,26,3.4,2712008,392,HOSPITAL JOAO MURILO E POLICLINICA DE VITORIA
2021,260950,181,0,169,56,0,0,66.9932,39.8654,0,0,66.9932,39.8654,0,0,66.9932,39.8654,0,225,66.9932,66.9932,59.8103,406,225,261160,147,65.3,260890,53,23.6,261530,10,4.4,7551584,48,HOSPITAL DO VALE
2021,260960,1004,4,21,3690,5,139.3987,83.9295,7.5866,705.8668,187.6627,83.9295,7.5866,1132.8876,139.3987,76.909,7.5866,278.8461,3720,7.5866,7.5866,7.5866,4724,3720,261160,3557,95.6,260790,63,1.7,260005,29,0.8,2711613,888,CENTRO UNIVERSITARIO INTEGRADO DE SAUDE AMAURY DE MEDEIROS
2021,260970,11,4,164,114,0,0,106.7969,33.277,80.1564,0,106.7969,33.277,88.0851,0,78.0425,33.277,72.2277,282,78.0425,106.7969,78.0425,293,282,260890,81,28.7,261160,74,26.2,261640,72,25.5,2429004,64,APAMI DE VITORIA DE SANTO ANTAO
2021,260980,66,54,77,53,7,206.5446,105.5654,144.3468,149.0397,568.6327,170.7469,144.3468,0,206.5446,105.5654,38.6974,149.0397,191,144.3468,144.3468,105.5654,257,191,261220,71,37.2,261110,48,25.1,291840,43,22.5,2356287,66,HOSPITAL REGIONAL INACIO DE SA
2021,260990,802,13,61,169,4,623.5069,237.5562,60.6533,145.6712,417.7527,237.5562,60.6533,138.1436,623.5069,112.904,25.8756,341.4017,247,60.6533,125.0153,25.8756,1049,247,260110,98,39.7,261560,69,27.9,261110,48,19.4,2315300,66,CASA DE SAUDE E MATERNIDADE SANTA MONICA
2021,261000,576,1,246,6,12,81.1401,122.1426,62.8053,2531.6924,81.1401,122.1426,59.5441,0,81.1401,122.1426,63.3285,2531.6924,265,122.1426,122.1426,122.1426,841,265,261160,227,85.7,260790,15,5.7,260410,12,4.5,7958838,52,US 444 HOSPITAL DA MULHER DO RECIFE DRA MERCES PONTES CUNHA
2021,261010,5,6,10,64,8,232.6633,123.5942,42.702,67.6752,232.6633,0,42.702,0,0,123.5942,42.702,67.6752,88,42.702,42.702,42.702,93,88,260600,61,69.3,260410,9,10.2,261160,7,8,2702983,33,HOSPITAL REGIONAL DOM MOURA
2021,261020,22,0,6,250,91,178.2883,80.8838,50.9728,0,178.2883,80.8838,50.9728,0,153.6123,0,50.9728,0,347,50.9728,178.2883,50.9728,369,347,260410,212,61.1,261160,61,17.6,260030,33,9.5,2351994,196,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261030,5,0,11,162,22,250.3532,120.4125,20.583,0,250.3532,0,20.583,0,250.3532,120.4125,20.583,0,195,20.583,20.583,20.583,200,195,260600,162,83.1,261160,21,10.8,260410,10,5.1,2638991,119,HOSPITAL INFANTIL PALMIRA SALES
2021,261040,31,0,47,184,1,563.4118,52.809,61.7039,0,563.4118,52.809,61.7039,0,0,52.809,86.9672,0,232,61.7039,61.7039,52.809,263,232,260990,166,71.6,261220,33,14.2,261110,14,6,2712040,166,HOSPITAL REGIONAL FERNANDO BEZERRA
2021,261050,11,0,151,187,10,60.9012,103.5343,26.4609,0,0,103.5343,26.4609,0,60.9012,66.5752,26.4609,0,348,62.7687,103.5343,60.9012,359,348,260890,164,47.1,261160,72,20.7,261640,43,12.4,7551584,91,HOSPITAL DO VALE
2021,261060,170,0,490,158,0,0,42.8922,25.8606,0,0,42.8922,37.39,0,0,42.8922,25.8606,0,648,42.8922,42.8922,25.8606,818,648,261160,438,67.6,260950,88,13.6,260890,70,10.8,7958838,105,US 444 HOSPITAL DA MULHER DO RECIFE DRA MERCES PONTES CUNHA
2021,261070,66,1,13,3542,3,394.3762,85.5696,17.6413,792.1907,149.4032,85.5696,17.6413,0,461.7461,74.0401,17.6413,792.1907,3559,17.6413,17.6413,17.6413,3625,3559,261160,2801,78.7,260960,601,16.9,260005,65,1.8,9069747,645,HOSPITAL VASCO LUCENA
2021,261080,70,0,5,196,94,126.9728,141.3808,19.8543,0,257.4146,0,19.8543,0,76.8863,141.3808,98.6883,0,295,19.8543,19.8543,98.6883,365,295,260120,159,53.9,261160,41,13.9,260600,22,7.5,2551764,148,HOSPITAL REGIONAL RUY DE BARROS CORREIA
2021,261090,368,0,12,127,395,43.9619,92.0596,83.7733,0,43.9619,92.0596,83.7733,0,164.8908,0,83.7733,0,534,53.8263,43.9619,83.7733,902,534,260120,260,48.7,261160,121,22.7,260410,116,21.7,2551764,238,HOSPITAL REGIONAL RUY DE BARROS CORREIA
2021,261100,541,15,30,19,62,461.3141,168.938,206.2331,45.4326,461.3141,168.938,206.2331,0,331.1095,168.938,14.7018,45.4326,126,249.3693,461.3141,168.938,667,126,261160,40,31.7,260410,14,11.1,260010,12,9.5,2351994,12,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261110,5413,787,49,31,19,713.4513,236.465,53.2181,4.0055,713.4513,237.5562,0,583.4466,324.7749,236.465,53.2181,4.0055,886,4.0055,713.4513,4.0055,6299,886,291840,765,86.3,260875,27,3,261220,25,2.8,2520524,747,HOSPITAL MATERNO INFANTIL DE JUAZEIRO
2021,261120,4,3,0,53,100,72.0959,0,42.2698,88.5057,72.0959,0,110.0418,0,191.0594,0,35.3265,88.5057,156,72.0959,72.0959,80.3008,160,156,260120,65,41.7,261160,30,19.2,261090,26,16.7,2551764,61,HOSPITAL REGIONAL RUY DE BARROS CORREIA
2021,261130,25,0,7,333,4,60.5901,57.7147,16.42,0,108.8541,57.7147,65.772,0,47.2028,73.0207,16.42,0,344,16.42,65.772,16.42,369,344,261640,267,77.6,261160,63,18.3,260890,5,1.5,2712008,151,HOSPITAL JOAO MURILO E POLICLINICA DE VITORIA
2021,261140,7,1,122,33,1,683.2463,83.4009,65.5349,2948.9723,683.2463,83.4009,65.5349,0,0,83.4009,25.4387,2948.9723,157,71.5794,66.816,71.5794,164,157,261160,67,42.7,260790,43,27.4,261000,24,15.3,2319454,43,HOSPITAL MEMORIAL GUARARAPES
2021,261150,70,9,32,56,38,69.6628,178.8491,56.9314,51.4764,61.7408,178.8491,56.9314,0,69.6628,156.2957,0,51.4764,135,61.7408,56.9314,69.6628,205,135,261000,56,41.5,261160,31,23,260410,30,22.2,2428393,53,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,261153,1,2,5,81,6,411.6924,75.7381,33.5347,21.733,411.6924,116.0613,0,0,0,75.7381,33.5347,21.733,94,33.5347,411.6924,33.5347,95,94,260010,80,85.1,261160,6,6.4,261390,4,4.3,2428385,59,HOSPITAL REGIONAL EMILIA CAMARA
2021,261160,17081,22,113,916,14,182.2558,78.5226,23.8586,287.0783,182.2558,78.5226,23.8586,284.4253,256.4783,66.9932,14.4683,289.7313,1065,23.8586,23.8586,14.4683,18146,1065,260790,568,53.3,260345,150,14.1,260960,84,7.9,2319454,565,HOSPITAL MEMORIAL GUARARAPES
2021,261170,21,0,0,181,83,130.6636,0,22.8976,0,135.9994,0,22.8976,0,88.0021,0,22.8976,0,264,22.8976,103.177,22.8976,285,264,260410,176,66.7,261160,35,13.3,261000,14,5.3,2351994,137,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261180,51,0,182,222,4,118.5115,86.7581,38.7487,0,118.5115,86.7581,38.7487,0,118.5115,86.7581,29.9227,0,408,38.7487,38.7487,86.7581,459,408,261000,207,50.7,261160,155,38,260790,18,4.4,2428393,150,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,261190,15,0,278,53,1,145.2222,86.2839,65.4594,0,0,86.2839,65.4594,0,145.2222,36.8757,69.3623,0,332,70.8257,70.8257,44.8738,347,332,261160,149,44.9,260790,90,27.1,261000,35,10.5,2319454,89,HOSPITAL MEMORIAL GUARARAPES
2021,261200,8,0,0,62,47,89.9166,0,42.1975,0,119.1247,0,20.1389,0,70.6067,0,42.1975,0,109,42.1975,89.9166,42.1975,117,109,260410,52,47.7,261160,20,18.3,260890,15,13.8,2351994,44,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261210,2,0,22,34,8,67.4843,114.7042,39.3542,0,0,114.7042,39.3542,0,67.4843,0,39.3542,0,64,67.4843,114.7042,67.4843,66,64,260890,26,40.6,261160,13,20.3,260790,9,14.1,7551584,14,HOSPITAL DO VALE
2021,261220,935,11,25,0,11,511.723,236.465,0,109.4831,511.723,236.465,0,109.4831,511.723,0,0,75.1193,47,236.465,236.465,100.9033,982,47,261110,24,51.1,261160,8,17,230250,5,10.6,2430711,23,HOSPITAL DOM MALAN
2021,261230,60,0,29,71,29,260.4238,131.3258,31.4963,0,260.4238,131.3258,31.4963,0,260.4238,131.3258,31.4963,0,129,34.4573,31.4963,131.3258,189,129,260600,64,49.6,260410,28,21.7,261160,23,17.8,2702983,48,HOSPITAL REGIONAL DOM MOURA
2021,261240,14,1,8,140,131,58.2894,91.9306,69.8026,536.0527,58.2894,91.9306,69.8026,0,198.9007,0,69.8026,536.0527,280,69.8026,58.2894,69.8026,294,280,260410,102,36.4,260120,77,27.5,261160,51,18.2,2351994,94,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261245,12,9,17,161,12,678.1957,159.4466,55.7787,587.3518,678.1957,159.4466,55.7787,587.3518,629.9161,159.4466,116.4319,163.5352,199,55.7787,55.7787,116.4319,211,199,260990,131,65.8,260110,19,9.5,261110,17,8.5,2712040,130,HOSPITAL REGIONAL FERNANDO BEZERRA
2021,261247,5,0,17,126,5,282.9298,70.2856,27.1349,0,412.0278,158.0533,27.1349,0,126.835,70.2856,27.1349,0,148,27.1349,27.1349,27.1349,153,148,261390,126,85.1,260010,13,8.8,260120,3,2,2348489,63,HOSPITAL PROFESSOR AGAMENON MAGALHAES
2021,261250,218,185,0,604,306,190.0483,0,56.5589,106.6492,190.0483,0,56.5589,106.6492,188.3811,0,56.5589,132.5805,1095,56.5589,107.7365,56.5589,1313,1095,260410,530,48.4,261160,176,16.1,250400,132,12.1,2351994,355,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261255,18,4,24,159,0,0,197.3908,93.7228,201.4507,0,197.3908,93.7228,0,0,206.3749,118.1208,201.4507,187,93.7228,93.7228,118.1208,205,187,260990,133,71.1,261110,21,11.2,260110,16,8.6,2712040,133,HOSPITAL REGIONAL FERNANDO BEZERRA
2021,261260,203,141,23,250,31,221.535,140.9616,108.8752,113.0388,604.0696,180.0509,108.8752,214.568,221.535,140.9616,56.9145,113.0388,445,108.8752,108.8752,113.0388,648,445,261110,246,55.3,291840,134,30.1,261350,25,5.6,2430711,211,HOSPITAL DOM MALAN
2021,261270,4,2,0,69,115,98.416,0,69.8238,425.7691,135.5907,0,69.8238,196.1163,64.2599,0,69.8238,655.4218,186,69.8238,135.5907,69.8238,190,186,260410,64,34.4,261160,40,21.5,260890,36,19.4,2351994,60,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261280,1,28,5,78,10,433.374,179.3995,65.6012,57.9649,433.374,179.3995,38.1785,57.9649,304.276,0,65.6012,193.294,121,65.6012,57.9649,65.6012,122,121,260010,66,54.5,251080,20,16.5,261360,11,9.1,2428385,56,HOSPITAL REGIONAL EMILIA CAMARA
2021,261290,7,2,38,90,14,78.4122,178.928,58.0986,106.6746,82.4395,178.928,58.0986,145.1334,63.9386,173.0998,33.2141,68.2159,144,58.0986,58.0986,77.3414,151,144,261000,88,61.1,261160,33,22.9,260410,6,4.2,2428393,73,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,261300,249,0,150,221,135,205.2433,55.8054,76.1453,0,205.2433,55.8054,76.1453,0,205.2433,55.8054,76.1453,0,506,76.1453,205.2433,76.1453,755,506,260410,193,38.1,260600,136,26.9,261160,121,23.9,2351994,165,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261310,127,0,10,296,96,150.1311,79.6465,21.0331,0,150.1311,79.6465,21.0331,0,103.2617,0,21.0331,0,402,21.0331,95.0451,21.0331,529,402,260410,289,71.9,261160,62,15.4,261000,17,4.2,2351994,231,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261320,76,0,27,170,56,224.6237,116.5722,15.9969,0,224.6237,0,15.9969,0,209.6028,116.5722,15.9969,0,253,15.9969,15.9969,15.9969,329,253,260600,170,67.2,261160,49,19.4,260410,27,10.7,2702983,100,HOSPITAL REGIONAL DOM MOURA
2021,261330,15,1,0,164,82,132.1654,0,50.0599,2600.9343,132.1654,0,33.1797,0,83.676,0,50.0599,2600.9343,247,50.0599,132.1654,50.0599,262,247,260410,125,50.6,261160,65,26.3,260030,19,7.7,2351994,117,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261340,20,20,113,146,2,132.9886,117.2824,64.4898,16.7101,0,117.2824,64.4898,0,132.9886,117.2824,0,16.7101,281,64.4898,64.4898,57.4448,301,281,261000,131,46.6,261160,98,34.9,270450,19,6.8,2428393,125,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,261350,253,29,33,123,57,79.3341,143.9677,62.0545,61.696,472.3157,218.3413,62.0545,121.0944,79.3341,143.9677,62.0545,61.696,242,62.0545,62.0545,62.0545,495,242,261390,123,50.8,261220,34,14,260010,29,12,2348489,82,HOSPITAL PROFESSOR AGAMENON MAGALHAES
2021,261360,247,5,3,132,32,398.6851,135.0047,56.9867,61.4052,398.6851,144.7106,0,211.6623,269.587,135.0047,56.9867,61.4052,172,56.9867,398.6851,56.9867,419,172,260010,120,69.8,261160,20,11.6,260410,10,5.8,2428385,109,HOSPITAL REGIONAL EMILIA CAMARA
2021,261370,511,1,32,943,2,121.0392,60.3386,17.9893,122.057,121.0392,60.3386,17.9893,122.057,0,48.8092,17.9893,0,978,17.9893,17.9893,17.9893,1489,978,261160,762,77.9,260345,146,14.9,260790,21,2.1,2427427,207,HOSPITAL BARAO DE LUCENA
2021,261380,18,2,236,16,0,0,110.5146,29.1698,518.9788,0,110.5146,0,107.8438,0,49.2807,29.1698,930.1138,254,49.2807,110.5146,49.2807,272,254,261160,119,46.9,260950,87,34.3,260890,26,10.2,2711958,87,HOSPITAL ERMIRIO COUTINHO
2021,261390,1361,2,38,2,82,411.4209,83.073,75.6208,181.9695,411.4209,157.4465,0,181.9695,282.3229,83.073,75.6208,0,124,308.9412,411.4209,83.073,1485,124,261160,60,48.4,260010,27,21.8,260410,11,8.9,2428385,27,HOSPITAL REGIONAL EMILIA CAMARA
2021,261400,8,4,12,252,3,538.822,243.4258,29.0571,389.2166,538.822,243.4258,29.0571,134.5904,0,180.1326,29.0571,616.2166,271,29.0571,243.4258,29.0571,279,271,261220,251,92.6,261110,10,3.7,260110,2,0.7,2356287,245,HOSPITAL REGIONAL INACIO DE SA
2021,261410,45,41,152,97,66,313.3548,67.1328,59.3804,29.2318,313.3548,0,59.3804,328.5496,184.2568,67.1328,44.6922,29.2318,356,67.1328,59.3804,67.1328,401,356,260010,148,41.6,260120,68,19.1,261160,54,15.2,2428385,109,HOSPITAL REGIONAL EMILIA CAMARA
2021,261420,42,1,440,50,2,279.8451,59.356,80.3948,90.1633,279.8451,74.8141,80.3948,0,0,25.4059,48.929,90.1633,493,72.7603,74.8141,25.4059,535,493,261160,209,42.4,260790,145,29.4,260720,77,15.6,2319454,145,HOSPITAL MEMORIAL GUARARAPES
2021,261430,4,37,11,91,1,588.4955,293.0993,76.0872,98.2685,588.4955,293.0993,76.0872,98.2685,0,78.7306,101.263,0,140,76.0872,76.0872,101.263,144,140,260990,80,57.1,230420,30,21.4,230190,7,5,2712040,80,HOSPITAL REGIONAL FERNANDO BEZERRA
2021,261440,3,0,3,63,7,409.8209,111.1293,32.9966,0,409.8209,155.8464,0,0,280.7228,111.1293,32.9966,0,73,32.9966,409.8209,32.9966,76,73,260010,60,82.2,261160,5,6.8,260410,2,2.7,2428385,41,HOSPITAL REGIONAL EMILIA CAMARA
2021,261450,211,3,258,292,62,78.8759,116.1897,44.859,102.4573,78.8759,116.1897,44.859,102.4573,78.8759,89.1753,44.859,0,615,79.0151,116.1897,78.8759,826,615,260890,216,35.1,261160,216,35.1,260950,71,11.5,2712032,108,HOSPITAL REGIONAL DE LIMOEIRO JOSE FERNANDES SALSA
2021,261460,35,0,10,287,21,401.1665,147.1921,24.3422,0,401.1665,147.1921,36.038,0,272.0685,102.4749,24.3422,0,318,24.3422,401.1665,24.3422,353,318,260010,284,89.3,261160,17,5.3,260120,8,2.5,2428385,204,HOSPITAL REGIONAL EMILIA CAMARA
2021,261470,0,0,2,143,35,168.9515,98.2311,39.8535,0,168.9515,98.2311,39.8535,0,120.8572,98.2311,39.8535,0,180,39.8535,113.8655,39.8535,180,180,260410,122,67.8,261160,19,10.6,260170,8,4.4,2351994,99,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261480,121,19,51,83,56,436.2815,175.8635,25.246,66.9105,436.2815,0,182.307,0,307.1835,175.8635,25.246,66.9105,209,175.8635,436.2815,66.9105,330,209,261100,57,27.3,261390,42,20.1,261160,37,17.7,2711850,57,HOMUPE
2021,261485,49,0,191,164,1,148.1842,105.9276,68.4214,0,0,105.9276,68.4214,0,148.1842,105.9276,88.1672,0,356,90.4694,90.4694,105.9276,405,356,261000,156,43.8,261160,144,40.4,260790,43,12.1,2428393,144,HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES
2021,261500,134,49,0,129,78,156.0716,0,63.6879,98.218,156.0716,0,63.6879,98.218,149.6514,0,63.6879,158.7924,256,84.9656,98.218,63.6879,390,256,260410,102,39.8,261160,61,23.8,250400,39,15.2,2351994,70,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261510,28,1,12,41,17,258.9022,129.8042,30.7735,2416.8179,258.9022,0,30.7735,2416.8179,316.9886,129.8042,30.7735,0,71,30.7735,30.7735,129.8042,99,71,260600,41,57.7,260410,11,15.5,261160,10,14.1,2702983,29,HOSPITAL REGIONAL DOM MOURA
2021,261520,0,1,5,126,1,133.3637,219.1608,55.482,161.0153,0,219.1608,55.482,161.0153,133.3637,0,55.482,0,133,55.482,55.482,55.482,133,133,261220,126,94.7,261110,5,3.8,230190,1,0.8,2356287,112,HOSPITAL REGIONAL INACIO DE SA
2021,261530,79,12,551,8,1,171.315,70.2152,48.9167,85.5673,0,98.1447,0,85.5673,171.315,36.9109,48.9167,85.5673,572,70.2152,98.1447,36.9109,651,572,261160,244,42.7,260950,243,42.5,260890,44,7.7,2711958,241,HOSPITAL ERMIRIO COUTINHO
2021,261540,109,7,0,277,251,170.1,0,36.6106,107.5005,170.1,0,36.6106,107.5005,170.1,0,36.6106,118.3947,535,36.6106,129.0508,36.6106,644,535,260410,247,46.2,261160,87,16.3,260040,55,10.3,2351994,150,HOSPITAL DE CARUARU JESUS NAZARENO
2021,261550,1,0,76,123,0,0,57.3666,10.7933,0,0,57.3666,32.2158,0,0,57.3666,10.7933,0,199,32.2158,57.3666,10.7933,200,199,260950,83,41.7,261160,71,35.7,260890,38,19.1,2711958,82,HOSPITAL ERMIRIO COUTINHO
2021,261560,136,8,27,401,1,654.9204,263.3193,35.9207,173.161,654.9204,263.3193,35.9207,173.161,0,0,35.9207,267.2369,437,35.9207,35.9207,35.9207,573,437,260110,397,90.8,261110,27,6.2,230190,6,1.4,2639262,362,HOSPITAL E MATERNIDADE SANTA MARIA
