uf,cod_uf,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total
Rio Grande do Norte,24,2014,26426,169,7217,13348,951,141.1851,77.5416,29.0794,147.6836,215.4549,77.5416,23.5189,239.4912,62.2285,74.168,31.4223,46.0314,21685,41.6983,50.2707,36.6535,48111
Rio Grande do Norte,24,2015,26438,202,7973,13625,861,172.7041,75.1782,30.3576,112.5294,210.2901,77.5416,23.5189,239.4912,62.2285,74.1389,32.5607,46.0314,22661,42.6315,50.2707,40.7649,49099
Rio Grande do Norte,24,2016,24437,164,7489,12652,624,180.6092,74.7675,31.4223,159.7075,191.9381,77.5416,26.6889,239.4912,91.7871,71.0527,32.4209,46.0314,20929,42.6315,50.2707,40.5469,45366
Rio Grande do Norte,24,2017,24049,155,8083,13329,606,199.6787,77.5416,29.6126,176.1527,210.2901,79.3954,23.5189,239.4912,114.9962,74.1389,32.4209,53.0493,22173,44.1476,51.5935,40.8345,46222
Rio Grande do Norte,24,2018,24987,158,8295,14062,605,191.9381,79.3954,33.654,119.2108,180.6092,79.3954,29.0794,239.4912,195.2653,79.4196,34.3051,56.863,23120,46.0947,54.7231,42.6315,48107
Rio Grande do Norte,24,2019,22662,187,7805,12925,452,180.6092,79.4196,36.6535,112.0061,180.6092,80.2165,36.9739,268.344,295.4858,79.4196,34.7125,46.0314,21369,46.8206,56.0543,42.6315,44031
Rio Grande do Norte,24,2020,22206,159,7660,13099,407,180.6092,80.2165,36.9739,108.2213,180.6092,80.7871,36.9739,166.2946,295.4858,76.0416,40.5871,46.0314,21325,49.301,62.6855,42.6315,43531
Rio Grande do Norte,24,2021,21315,128,8397,13163,427,180.6092,79.4196,36.9739,164.4624,180.6092,80.2165,23.5189,203.6764,299.7751,74.168,42.3498,56.863,22115,50.2394,68.3215,43.1811,43430
Rio Grande do Norte,24,2022,19312,118,7907,12254,445,180.6092,80.7871,36.9739,148.5689,180.6092,84.1609,23.5189,239.4912,331.4964,71.0527,43.1811,46.0314,20724,50.2394,60.5388,46.0767,40037
Rio Grande do Norte,24,2023,18820,140,7834,12207,439,180.6092,80.7871,36.9739,168.8459,180.6092,84.1609,23.5189,239.4912,337.0334,74.168,42.6315,46.0314,20620,50.2707,60.67,46.0486,39440
Rio Grande do Norte,24,2024,16892,104,6435,10960,442,198.8839,86.2944,36.9739,158.3962,172.7041,86.57,23.5189,136.849,321.1391,74.168,43.1811,223.0875,17941,50.0407,60.3997,46.0947,34833
Paraíba,25,2012,28464,1198,9984,15186,1933,72.8312,60.0952,30.0945,55.7954,87.4236,62.3266,28.2447,117.7856,69.6516,50.0301,30.6168,47.1632,28301,43.2581,46.8288,37.708,56770
Paraíba,25,2013,28573,917,10083,15289,1992,72.8312,61.1198,30.6168,48.3888,81.5549,62.3266,30.6498,117.7856,60.5057,56.4789,30.6168,41.2722,28281,44.2942,46.8288,38.2414,56854
Paraíba,25,2014,28414,1009,10367,15757,1988,78.4763,61.1198,30.3351,55.3757,81.5549,61.1198,31.7984,89.437,51.2103,51.4272,29.4699,42.9559,29121,44.8741,48.4069,31.2464,57535
Paraíba,25,2015,29537,943,9769,16824,2016,72.8312,61.1198,30.1338,56.3862,74.1323,61.1198,31.7984,75.6735,47.7976,50.1692,29.4699,53.6055,29552,42.4049,47.1117,30.8212,59089
Paraíba,25,2016,28234,929,9117,16047,1756,72.8312,57.9314,30.6168,58.1211,72.8312,57.4423,31.7984,75.6735,40.2656,59.8928,29.7105,58.1211,27849,41.5398,44.8741,31.3556,56083
Paraíba,25,2017,29108,830,9244,16614,1697,72.8312,60.0952,30.515,65.4063,72.6777,59.6218,33.0719,102.6668,131.1919,63.0561,28.6868,56.3862,28385,41.9684,45.3736,31.2464,57493
Paraíba,25,2018,30380,982,9535,17525,1783,72.8312,58.3917,30.1149,65.4063,72.8312,57.4423,31.7984,102.289,140.9172,63.0561,29.4699,56.3862,29825,40.5657,44.6279,31.3556,60205
Paraíba,25,2019,28934,1064,8816,17217,1670,72.8312,57.4423,30.1338,72.7769,72.8312,57.1222,31.7984,107.508,229.0301,66.1191,29.4699,67.5076,28767,40.2226,44.2942,31.3556,57701
Paraíba,25,2020,28326,993,8239,17304,1517,72.8312,61.1198,30.1338,73.0522,72.8312,60.0952,31.7984,112.988,244.5315,68.3416,29.7105,65.4063,28053,39.5731,43.2581,33.2307,56379
Paraíba,25,2021,28027,1075,8482,17070,1395,69.6516,62.3266,30.3351,81.4288,69.6516,62.3266,32.0282,116.0759,223.0068,66.0654,29.7105,74.283,28022,40.5657,44.6279,32.6033,56049
Paraíba,25,2022,25947,821,8107,14804,1213,70.801,63.0561,30.6168,83.0353,69.7499,62.3266,30.6498,112.988,90.7069,68.2646,30.0945,74.283,24945,43.2581,44.8741,36.7573,50892
Paraíba,25,2023,25590,758,8613,15343,1227,69.6516,68.2646,30.3351,85.8776,69.6916,66.2416,30.6498,88.5392,68.9248,69.9737,30.0945,82.7052,25941,43.7765,44.6279,40.0067,51531
Paraíba,25,2024,22276,781,8263,12964,1130,69.6516,71.5095,30.1149,81.4288,69.6516,70.8412,30.6168,87.55,92.367,73.0944,29.4699,81.4288,23138,45.3736,45.3736,47.1306,45414
Pernambuco,26,2012,70989,1661,10161,51291,7279,133.9918,74.6701,23.8586,57.9111,151.9801,83.3585,23.8586,61.1344,101.2754,66.0183,23.8586,57.9111,70392,29.8527,33.9457,29.0571,141382
Pernambuco,26,2013,69782,1802,10002,53206,6659,133.9918,71.4644,23.8586,61.696,178.2883,82.7269,23.8586,62.6321,88.3927,64.3757,23.8586,61.696,71669,31.089,29.1782,33.5347,141453
Pernambuco,26,2014,69120,2215,11218,53171,7764,136.8748,74.8141,23.8586,56.8201,184.3767,83.3585,23.8586,65.448,126.9187,68.0793,23.8586,31.2058,74368,31.8749,31.7659,31.8749,143489
Pernambuco,26,2015,68926,2502,12390,52865,8339,141.8359,74.8141,23.8586,56.8201,184.3767,83.6652,23.8586,62.6321,128.9363,68.0793,23.8586,31.2058,76096,33.7821,31.089,34.2449,145024
Pernambuco,26,2016,61838,2690,10855,47776,7568,136.0034,71.5794,23.8586,45.4326,170.1,83.3585,23.8586,56.8201,122.499,64.3757,23.8586,31.2058,68889,33.9457,33.1797,34.2449,130733
Pernambuco,26,2017,63863,2957,10752,50825,7509,133.9918,74.8141,23.8586,45.4326,138.6641,83.3585,23.8586,52.8738,85.2347,61.0374,25.7668,31.2058,72043,33.9457,34.2449,32.5421,135932
Pernambuco,26,2018,64424,3482,11220,50154,9004,133.9918,74.1895,23.8586,41.2836,133.9918,82.7269,23.8586,52.8738,88.3927,60.3817,26.8237,29.6403,73860,34.2449,34.2449,34.2449,138317
Pernambuco,26,2019,61283,3061,12657,47072,9273,133.9918,76.0109,23.8586,43.9654,139.6357,83.0688,23.8586,43.9654,115.6174,66.5752,25.8606,31.2058,72063,35.8827,38.7487,34.2449,133359
Pernambuco,26,2020,58079,2597,11772,46176,9845,133.9918,74.8141,23.8586,57.9111,135.5907,83.0688,23.8586,98.218,122.1029,62.384,23.8586,31.2058,70390,36.6106,47.546,29.9227,128481
Pernambuco,26,2021,54406,2518,12687,47532,9048,136.7715,78.5226,24.3422,57.9111,156.0716,84.2023,23.8586,98.218,88.4996,66.5752,25.8606,31.2058,71785,38.6974,50.1981,33.7821,126211
Pernambuco,26,2022,49888,2975,11696,44268,8598,151.9801,78.6054,24.3422,57.9111,174.4222,83.3585,24.3422,87.5727,86.6515,66.5752,24.3422,31.2058,67537,38.7487,50.3408,31.8749,117437
Pernambuco,26,2023,49084,2750,11486,43196,9644,144.359,79.9234,24.3422,65.448,171.6218,84.2023,24.2826,98.2685,86.4668,66.9932,24.8006,45.4326,67076,42.702,51.6546,34.2449,116175
Pernambuco,26,2024,44722,2350,9997,39166,8893,147.6129,78.5226,24.3422,63.5147,174.4222,84.2023,24.3422,98.2685,85.2347,64.3757,25.246,31.2058,60406,42.1975,52.9276,34.3032,105136
Alagoas,27,2012,29193,1157,7812,12776,1572,56.2496,77.4886,28.0202,40.0071,56.2496,75.2611,28.0202,40.0071,56.2496,77.6507,28.0202,38.0953,23317,40.0265,40.0071,40.99,52510
Alagoas,27,2013,28566,1190,7684,13591,1457,56.2496,77.4886,28.0202,38.0953,61.5857,75.2611,29.1076,40.0071,56.2496,77.6507,28.0202,38.0953,23922,39.2156,40.0071,38.0953,52488
Alagoas,27,2014,28748,1212,6825,13676,1398,56.2496,77.4886,28.0202,38.0953,62.6348,77.4886,29.1076,40.0071,47.95,77.6507,28.0202,38.0953,23111,37.1441,39.2156,36.0689,51859
Alagoas,27,2015,29280,907,6616,14157,1297,62.1859,77.6507,28.6983,38.0953,62.1859,77.6507,30.0889,57.8174,61.5857,77.6507,28.0202,38.0953,22977,38.0953,40.0071,36.0689,52257
Alagoas,27,2016,26857,1145,6038,12965,1159,62.2053,77.6507,29.1076,40.0071,68.1762,77.4886,29.1076,44.3517,62.1956,77.6507,28.6983,38.0953,21307,38.0953,39.2156,37.1441,48164
Alagoas,27,2017,28431,1031,5973,13674,1259,65.4462,77.6507,28.6983,40.0071,68.1762,80.703,29.1076,40.0071,62.1956,77.6507,28.0202,38.0953,21937,38.0953,40.0071,36.0689,50368
Alagoas,27,2018,29132,896,6206,15080,1182,74.0044,77.6507,28.6983,40.0071,74.0044,77.4886,30.0889,40.0071,71.593,80.703,28.0202,38.0953,23364,37.1441,40.0071,36.0689,52496
Alagoas,27,2019,28129,586,5951,14114,1023,71.593,80.703,29.1076,44.3517,68.1762,77.4886,30.0889,102.854,71.593,80.703,28.6983,38.0953,21674,37.1441,39.2156,36.0689,49803
Alagoas,27,2020,26780,606,5779,14144,1032,62.1859,80.703,28.0202,40.0071,62.1859,77.4886,28.0202,44.3517,62.8955,80.703,28.6983,38.0953,21561,36.742,39.2156,36.0689,48341
Alagoas,27,2021,26569,544,5952,14745,998,62.1859,77.6507,28.0202,40.0071,62.1859,77.4886,29.1076,76.3217,71.593,80.703,28.0202,38.0953,22239,37.1441,39.2156,33.5828,48808
Alagoas,27,2022,24823,397,5016,14448,1058,62.1859,77.4886,28.0202,40.0071,62.1859,77.4886,29.1076,57.8174,56.2496,77.6507,28.0202,38.0953,20919,36.0689,34.7364,37.1441,45742
Alagoas,27,2023,24580,422,4698,15830,1013,62.1859,75.6498,28.6983,40.0071,62.1859,75.5273,28.3843,40.0071,153.9519,77.4886,28.6983,38.0953,21963,34.5568,32.8756,37.1441,46543
Alagoas,27,2024,22652,307,4800,15051,1095,71.593,75.5273,29.1076,40.0071,71.593,73.5188,29.1076,40.0071,71.593,77.6507,28.0202,38.0953,21253,36.0689,34.5568,46.5031,43905
Sergipe,28,2012,14569,160,9188,10191,0,0,54.0195,27.3176,44.2832,0,37.364,20.8793,118.8296,0,62.0958,29.4134,34.2433,19539,34.7583,28.5496,40.0581,34108
Sergipe,28,2013,15227,216,8689,10095,0,0,60.3894,27.3176,64.3511,0,51.5027,20.8793,322.4997,0,62.3958,28.7029,30.9014,19000,35.0528,30.5966,37.7809,34228
Sergipe,28,2014,15165,227,8437,10540,0,0,53.6823,27.3176,47.2338,0,37.364,20.8793,210.2457,0,62.3958,29.4134,30.9014,19204,34.7583,28.5496,38.0194,34369
Sergipe,28,2015,14918,350,9726,9923,0,0,54.0882,26.4204,30.7487,0,39.4989,20.8793,95.9641,0,62.3958,28.5129,6.4669,19999,35.0528,28.5496,39.4989,34917
Sergipe,28,2016,13682,352,9499,8685,0,0,61.322,27.3176,31.8668,0,52.5985,20.8793,182.2772,0,67.4656,28.7029,30.7487,18536,37.364,29.4134,41.5842,32218
Sergipe,28,2017,14187,269,10141,9270,0,0,62.0958,27.3176,74.9993,0,48.7323,20.8793,118.8296,0,67.7992,28.7029,32.4981,19680,37.364,30.5966,42.8114,33867
Sergipe,28,2018,14349,238,11038,8631,0,0,67.4656,27.3176,74.9993,0,54.0882,20.8793,95.9641,0,67.7992,27.3176,32.4981,19907,39.4989,30.5966,43.217,34256
Sergipe,28,2019,12857,216,11966,7658,0,0,67.7992,23.9378,74.9993,0,67.7992,20.8793,199.1397,0,68.507,27.3176,31.3841,19840,44.5931,38.0194,47.1722,32697
Sergipe,28,2020,12640,196,10325,8623,0,0,61.322,27.3176,74.9993,0,52.5985,20.8793,105.9655,0,67.7992,30.5966,30.9014,19144,37.364,30.5966,43.217,31784
Sergipe,28,2021,12206,225,10286,8489,0,0,62.0958,27.3176,74.9993,0,54.0195,20.8793,95.9641,0,69.0227,30.5966,30.7487,19000,40.0581,30.5966,45.2421,31206
Sergipe,28,2022,11168,256,9370,7730,0,0,62.0958,27.3176,47.0894,0,51.5027,20.8793,95.9641,0,68.507,31.4895,30.9014,17356,41.5842,30.5966,50.86,28524
Sergipe,28,2023,11677,280,8604,8444,0,0,61.322,28.052,47.0894,0,51.5027,20.8793,69.955,0,67.7992,29.4134,30.9014,17328,38.8137,30.5966,42.5299,29005
Sergipe,28,2024,10820,249,7752,7755,0,0,54.0882,28.052,47.0894,0,37.364,20.8793,47.0894,0,67.7992,30.5966,30.9014,15756,37.364,28.5496,44.3041,26576
Bahia,29,2012,146094,4548,9200,42900,7247,111.7134,65.9867,42.6139,84.8575,142.5351,55.7099,41.2364,64.2364,93.5781,71.0151,44.7712,92.0187,63895,52.0101,51.0044,52.9572,209999
Bahia,29,2013,141117,4654,9492,41160,6898,115.4847,62.1234,42.6139,92.0187,161.5881,51.0044,42.1769,64.2364,88.5374,71.0151,44.3662,92.7576,62204,52.0101,51.0044,52.0101,203342
Bahia,29,2014,140393,4688,9426,42534,6966,115.2345,63.433,44.7712,84.8575,166.2906,51.0044,42.6139,64.2364,83.0826,86.0395,46.0994,84.8575,63614,52.9709,52.9709,53.3692,204034
Bahia,29,2015,142131,4605,9565,43586,6759,115.2345,63.0229,45.4565,84.8575,156.1054,51.0044,42.4876,64.2364,89.9195,89.3762,47.638,92.0187,64515,53.3152,51.213,54.6794,206655
Bahia,29,2016,137568,4259,9321,42365,6304,115.2345,65.9867,47.638,92.7576,158.4463,51.0044,41.2364,64.2364,89.9195,98.1324,50.6885,98.6445,62249,53.8231,51.0044,57.0806,199830
Bahia,29,2017,141338,4560,9297,42742,6152,115.4847,68.429,48.4186,92.0187,161.5881,51.0044,42.6139,64.2364,91.7172,100.8179,49.1874,92.7576,62751,54.829,52.9709,56.5925,204096
Bahia,29,2018,142663,4766,9559,41882,6460,115.2345,79.0775,48.4186,92.7576,150.5832,56.5194,42.0818,64.2364,90.7283,102.7347,50.6885,92.7576,62667,56.5112,52.9709,59.7156,205332
Bahia,29,2019,135233,4684,10086,40334,6912,129.4726,82.6643,50.1456,99.4419,162.2806,56.5194,45.0288,92.0187,105.2226,102.7347,51.213,102.2616,62016,59.7201,56.4844,60.7023,197249
Bahia,29,2020,129416,4838,8784,39338,6584,125.6318,70.1098,50.1456,81.9549,157.5368,56.5194,44.6207,64.2364,101.6162,100.8179,51.213,92.7576,59544,57.9496,54.8734,59.7156,188960
Bahia,29,2021,126448,4871,9668,37827,6641,142.5351,76.1071,50.1456,92.0187,184.5886,56.5194,43.6777,64.2364,115.9259,100.8179,51.213,92.7576,59007,60.3738,56.5194,60.7365,185459
Bahia,29,2022,116152,4574,10039,36434,6622,135.9732,89.7043,50.1456,84.8575,157.5368,71.0151,50.1456,64.2364,129.4371,100.8179,50.6885,92.7576,57669,61.1665,58.8071,61.6975,173824
Bahia,29,2023,111679,4950,9534,36764,7386,136.0217,100.5576,50.3121,84.8575,166.2906,90.4189,50.8456,64.2364,124.3218,100.8179,50.1818,92.6622,58634,63.1897,64.2364,62.1234,170314
Bahia,29,2024,93847,5091,8787,32636,6534,130.1591,89.7043,50.1818,81.9549,167.837,85.7776,50.8456,64.2364,106.6821,89.7043,49.715,92.7576,53048,62.6047,64.2364,61.3352,146896
Minas Gerais,31,2012,174676,1834,23946,55564,4518,99.1994,35.5481,33.3064,62.5934,99.0135,36.7053,33.3064,101.1118,99.1994,30.263,33.1304,34.3219,85862,33.3064,34.1108,33.3064,260544
Minas Gerais,31,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minas Gerais,31,2014,173158,2085,25800,61297,4786,101.2592,35.5481,33.3064,57.7843,104.6744,39.4601,33.3064,113.7832,98.8275,30.263,33.3064,25.5347,93968,33.748,34.6561,33.3064,267130
Minas Gerais,31,2015,172072,1953,27465,61916,4888,102.0388,35.5741,33.3064,68.6631,102.0388,41.1734,33.3064,110.8987,99.1994,30.263,33.3064,29.9575,96222,34.3956,35.0764,33.3064,268305
Minas Gerais,31,2016,161827,1903,25033,59839,4915,104.6744,36.7053,33.3064,75.6012,104.6744,41.1734,33.3064,108.8955,107.3043,30.3962,33.3064,34.3851,91690,34.6561,34.8864,33.752,253520
Minas Gerais,31,2017,166281,1911,25688,61909,5170,99.5955,36.7053,33.3064,68.6631,102.0388,43.4578,33.3064,88.841,99.1994,35.5481,33.3064,45.6552,94678,34.811,35.0934,33.9992,260959
Minas Gerais,31,2018,167048,2025,25877,63459,5230,100.9998,40.2029,33.3064,75.2229,99.1994,47.3821,33.3064,104.2272,103.9768,33.9992,33.3064,34.3219,96591,35.3489,35.9687,33.3064,263640
Minas Gerais,31,2019,161862,1887,25413,62796,4933,103.9768,41.1734,33.3064,80.1901,99.1994,51.4816,33.3064,108.6127,121.3749,32.3796,33.3064,38.4409,95029,35.5481,36.7813,33.3064,256892
Minas Gerais,31,2020,156089,1629,23819,60765,4890,99.1994,40.2029,33.3064,83.795,96.5436,47.937,33.3064,100.4134,103.9768,33.9992,33.3064,79.4419,91103,35.5481,36.7813,33.441,247198
Minas Gerais,31,2021,150529,1749,24356,60494,5006,99.1994,41.3045,33.3064,83.7263,99.1994,53.7848,33.441,91.3692,99.1994,34.1695,33.3064,79.1889,91605,35.9687,37.8062,33.599,242136
Minas Gerais,31,2022,144087,2116,24295,59421,5143,102.6577,41.3045,33.3064,79.1889,97.1807,47.3821,33.3603,68.6631,128.7399,35.5481,33.3064,79.1889,90975,36.1481,36.9213,33.9859,235063
Minas Gerais,31,2023,142450,2314,24405,59700,5048,99.1994,41.3045,33.3064,75.2229,97.7834,46.2379,33.748,68.6631,120.1957,35.5481,33.3064,79.1889,91467,36.7053,37.4932,33.752,233918
Minas Gerais,31,2024,122738,2113,20996,52713,4487,99.1994,44.1633,33.5137,68.6631,98.8275,52.9397,34.811,68.6631,99.1994,35.5481,33.3064,63.4233,80309,37.9722,38.8793,33.945,203047
Espírito Santo,32,2012,31566,487,0,19008,1764,60.8357,0,30.1498,46.4677,108.9586,0,30.1498,56.7956,52.1407,0,29.8763,45.9968,21259,30.1498,31.5105,30.1498,52835
Espírito Santo,32,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espírito Santo,32,2014,32449,663,0,21334,2102,67.2569,0,30.1498,45.9968,108.9288,0,33.2539,55.8751,54.1742,0,29.8763,34.2972,24099,30.1498,34.6575,30.1498,56548
Espírito Santo,32,2015,32851,770,0,21286,2034,82.8389,0,30.1498,41.5543,110.5073,0,31.5105,57.7161,56.4823,0,29.8763,21.7687,24090,30.1498,33.2539,30.1498,56941
Espírito Santo,32,2016,30793,670,0,19929,2021,83.6688,0,30.1498,37.1272,125.0036,0,33.2539,48.6508,60.8357,0,29.8763,21.7687,22620,30.1498,37.5453,30.1498,53413
Espírito Santo,32,2017,32377,623,0,20715,2131,92.9345,0,30.1498,37.1272,125.0036,0,33.2539,41.5563,60.8357,0,29.8763,31.5872,23469,30.1498,37.5453,30.1498,55846
Espírito Santo,32,2018,32827,691,0,20880,2322,114.0689,0,30.1498,40.1017,130.4635,0,33.2539,57.7161,62.0364,0,30.1498,21.7687,23893,30.4614,37.5453,30.1498,56721
Espírito Santo,32,2019,31467,697,0,20253,2508,125.0036,0,30.1498,37.1272,130.4635,0,34.6575,57.7161,60.8357,0,30.1498,21.7687,23458,31.5105,38.7762,30.1498,54925
Espírito Santo,32,2020,31573,628,0,18969,2596,125.0036,0,30.1498,45.9968,130.4635,0,37.5453,57.7161,71.4371,0,29.8763,34.9996,22193,33.2539,45.5148,29.8763,53767
Espírito Santo,32,2021,29868,659,0,19269,2696,125.0036,0,30.1498,45.9968,130.4635,0,37.5453,57.7161,54.8231,0,29.8763,31.5872,22624,33.4516,45.5148,30.1498,52493
Espírito Santo,32,2022,29639,513,0,18563,3014,125.0036,0,33.2539,40.1017,130.4635,0,37.5453,57.7161,52.2626,0,27.5568,31.5872,22090,37.5453,44.6139,29.8763,51729
Espírito Santo,32,2023,29327,673,0,19197,2990,110.5073,0,33.2539,45.4209,125.0036,0,37.5453,57.7161,82.8389,0,25.8502,21.7687,22860,37.5453,45.5148,29.8763,52187
Espírito Santo,32,2024,25890,586,0,17211,2011,114.2043,0,34.6575,40.1017,125.0036,0,37.5453,55.8751,83.6688,0,29.8763,30.3317,19808,37.5453,42.5807,30.1498,45698
Rio de Janeiro,33,2012,168285,508,5144,46106,2787,72.2052,28.5448,20.5514,100.2177,125.1814,37.6284,15.3482,100.2177,45.7365,24.4013,20.8512,419.2119,54545,20.8512,20.8512,24.0147,222859
Rio de Janeiro,33,2013,167588,391,5081,48306,2634,81.281,28.5448,16.3059,112.225,126.4701,37.6284,20.8512,94.7248,45.7365,24.4013,14.3576,338.2426,56412,20.8512,20.8512,18.3196,224031
Rio de Janeiro,33,2014,174681,484,5322,50150,2932,81.281,34.2078,16.1628,120.1724,125.1814,37.6284,20.8512,92.5061,52.1925,24.4013,14.3576,376.8398,58888,20.8512,21.7066,20.5514,233584
Rio de Janeiro,33,2015,175212,464,5235,52712,3325,81.281,37.2838,20.5514,94.7248,118.0525,37.6284,20.8512,76.5896,45.7365,24.4013,14.3576,284.9058,61736,21.1811,22.8379,20.8512,236960
Rio de Janeiro,33,2016,161794,476,5004,48786,3064,74.7969,37.2838,20.5514,95.9087,118.0525,37.6284,20.8512,94.7248,45.7365,24.4013,14.7291,217.7811,57330,21.1811,22.4158,20.8512,219129
Rio de Janeiro,33,2017,164603,501,4991,50106,3015,78.1314,34.2078,20.8512,76.5896,113.4341,37.6284,20.8512,76.5896,45.7365,24.4013,14.7291,96.7535,58613,21.7066,22.8379,20.8512,223224
Rio de Janeiro,33,2018,162595,520,5076,49341,2946,78.1314,36.3278,20.8512,78.5464,113.4341,37.6284,20.8512,76.5896,52.1925,24.4013,15.3482,172.6071,57883,21.7108,22.8379,20.8512,220499
Rio de Janeiro,33,2019,153590,461,4566,46335,3013,81.281,37.6284,20.8512,78.5464,104.9553,37.6284,20.8512,76.5896,52.1925,28.5448,15.3482,369.3628,54375,22.0628,22.8379,20.8512,207989
Rio de Janeiro,33,2020,147904,480,3965,43676,3085,81.281,37.6284,20.8512,76.5896,104.9553,37.6284,20.8512,76.5896,54.9272,37.2838,16.3059,219.9873,51206,21.7108,22.8379,21.1811,199124
Rio de Janeiro,33,2021,141832,514,3754,40690,3064,81.281,37.6284,18.7599,74.0322,104.9553,37.6284,20.8512,64.7144,45.7365,24.4013,15.3482,96.9253,48022,20.9699,22.0564,20.8512,189866
Rio de Janeiro,33,2022,134481,517,3813,38837,2705,81.281,34.2078,20.8512,64.0067,108.6464,36.3278,20.8512,64.0067,45.7365,24.4013,15.3482,428.2558,45872,21.1811,22.8379,20.8512,180369
Rio de Janeiro,33,2023,131568,479,3713,37936,2440,81.281,37.6284,20.8512,64.0067,113.4341,30.9243,20.8512,64.0067,56.6065,44.4841,14.7291,165.9226,44568,20.9699,24.4013,17.8948,176145
Rio de Janeiro,33,2024,115979,452,3170,31847,2201,81.281,37.6284,20.8512,64.8058,118.0525,37.6284,20.8512,64.0067,45.7365,38.3427,14.7291,301.9324,37670,21.7066,25.6388,16.4779,153662
São Paulo,35,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Paulo,35,2013,468299,629,8798,94341,38815,23.2076,52.4383,17.5719,349.6368,24.5649,56.9243,16.9741,284.933,23.2076,39.6633,18.8056,521.9342,142583,22.2275,21.8408,22.9047,610896
São Paulo,35,2014,476199,639,9325,97775,41736,27.3927,52.4383,18.0238,338.2426,27.3927,54.8626,17.8582,373.9241,23.2076,40.3024,18.8056,203.0524,149475,22.631,22.3005,23.065,625687
São Paulo,35,2015,481029,688,9553,101626,41122,26.0109,54.6239,18.9592,277.275,26.0328,57.2577,18.8752,277.275,24.2351,48.29,19.5344,288.1708,152989,22.9047,22.631,23.151,634026
São Paulo,35,2016,454466,647,9693,97163,39454,27.0311,56.3991,19.5671,300.6808,27.3927,57.2577,19.5671,269.8965,26.7174,52.2485,19.274,404.2756,146957,23.151,23.151,22.805,601437
São Paulo,35,2017,462771,668,10314,99308,38737,26.7174,54.5417,19.6024,217.3523,26.7183,57.1162,20.2629,214.0552,26.0109,41.0152,16.9741,220.4072,149027,23.151,23.151,21.3768,611803
São Paulo,35,2018,458352,718,11251,98064,37756,27.3927,53.5528,19.828,255.092,27.3927,57.1162,21.0339,177.7988,26.0109,39.6633,16.9741,452.8956,147789,23.151,23.151,21.642,606146
São Paulo,35,2019,439354,689,11027,95709,36404,28.0441,56.3991,19.828,224.8366,28.0441,57.2577,20.9979,202.5008,26.0109,39.6633,16.9366,329.034,143829,23.151,23.151,22.0392,583191
São Paulo,35,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Paulo,35,2021,391781,631,10591,87462,34769,28.4432,57.4901,20.3892,183.7658,28.1097,59.4086,20.3892,165.791,28.684,44.8585,20.3233,228.7896,133453,23.151,23.151,23.151,525239
São Paulo,35,2022,379709,598,10662,87183,34364,28.684,57.2577,20.5188,218.4582,28.1097,58.8481,19.77,211.2408,28.684,40.1564,22.5902,235.7159,132807,23.151,23.151,23.5153,512520
São Paulo,35,2023,371171,582,10948,86248,34954,28.684,57.1976,21.1853,177.2138,28.684,58.8481,21.4769,160.1439,23.2076,39.8643,18.8056,340.544,132732,23.2076,23.2788,23.2076,503910
São Paulo,35,2024,334579,534,10603,77191,32436,28.684,57.8926,21.4769,150.1098,28.684,58.8481,21.4769,177.2138,28.0441,44.8585,18.8056,87.6278,120764,23.2788,23.4997,23.2076,455346
Paraná,41,2012,113751,800,3137,35124,1133,72.1506,73.8697,26.6532,35.2556,114.9932,79.8449,30.7732,63.1226,65.9162,48.1159,22.0048,34.4776,40194,29.5441,33.6064,23.6549,153945
Paraná,41,2013,110946,1034,3164,39266,1345,69.5881,74.2955,28.0044,15.9182,113.1199,79.8581,31.0473,63.1226,41.4281,52.5453,23.6549,15.9182,44809,29.5441,33.6064,23.949,155758
Paraná,41,2014,110604,1325,3302,43292,1391,69.5881,81.651,29.5441,15.9182,113.1791,85.179,32.677,70.6225,43.8908,69.5048,24.7207,15.9182,49310,30.1058,34.3758,25.6298,159915
Paraná,41,2015,109013,1370,3825,45504,1234,73.5768,81.9793,29.6178,15.9182,114.8651,88.7978,31.9435,39.1149,67.1536,68.3754,27.1303,15.9182,51933,31.0473,35.1842,28.5534,160947
