CODMUNRES,ANO,Obito_Materno_investigado_com_Ficha_Sintese,Obito_Materno_investigado_sem_Ficha_Sintese,TOTAL_OBITOS_MATERNOS
231350,2020,3,0,3
231355,2015,1,0,1
231355,2019,1,0,1
231360,2013,2,0,2
231360,2020,1,0,1
231370,2019,1,0,1
231380,2014,0,1,1
231380,2016,2,0,2
231380,2017,1,0,1
231380,2018,2,0,2
231390,2018,1,0,1
231390,2020,2,0,2
231395,2013,1,0,1
231395,2014,1,0,1
231395,2017,1,0,1
231395,2019,1,0,1
231400,2014,1,0,1
231400,2015,1,0,1
231400,2016,1,0,1
231410,2014,1,0,1
231410,2015,1,0,1
231410,2017,1,0,1
231410,2019,1,0,1
231410,2020,2,0,2
240020,2012,2,0,2
240020,2014,1,0,1
240020,2015,1,0,1
240020,2016,0,0,1
240020,2017,1,0,1
240020,2018,1,0,1
240020,2020,1,0,1
240030,2019,1,0,1
240050,2014,1,0,1
240050,2017,1,0,1
240050,2019,0,0,1
240080,2018,1,0,1
240080,2019,1,0,1
240100,2013,1,0,1
240110,2020,1,0,1
240120,2016,1,0,1
240140,2013,1,0,1
240140,2014,1,0,1
240160,2017,1,0,1
240165,2012,1,0,1
240170,2017,1,0,1
240180,2019,1,0,1
240190,2018,1,0,1
240200,2012,1,0,1
240200,2013,1,0,1
240200,2015,2,0,2
240200,2019,1,0,1
240200,2020,2,0,2
240210,2014,1,0,1
240220,2012,1,0,1
240230,2016,0,0,1
240230,2020,1,0,1
240250,2014,1,0,1
240250,2016,1,0,1
240260,2012,2,0,2
240260,2014,2,0,2
240260,2017,2,0,2
240260,2018,3,0,3
240260,2019,1,0,2
240270,2020,1,0,1
240310,2013,1,0,1
240310,2018,1,0,1
240310,2020,1,0,1
240320,2017,1,0,1
240325,2013,2,0,2
240325,2014,3,0,3
240325,2015,2,0,2
240325,2016,1,0,3
240325,2017,2,0,2
240325,2019,0,0,1
240325,2020,2,0,2
240330,2014,1,0,1
240330,2017,1,0,1
240350,2013,1,0,1
240360,2012,1,0,1
240360,2015,1,0,1
240360,2016,0,0,1
240360,2017,1,0,1
240360,2018,0,0,1
240360,2020,0,0,2
240380,2012,1,0,1
240400,2020,1,0,1
240420,2012,1,0,1
240420,2014,2,0,2
240420,2016,1,0,1
240420,2018,1,0,1
240420,2020,1,0,1
240430,2012,1,0,1
240440,2019,0,1,1
240450,2012,1,0,1
240460,2017,1,0,1
240470,2013,1,0,1
240470,2017,1,0,1
240490,2020,1,0,1
240530,2016,0,0,1
240580,2015,1,0,1
240580,2016,2,0,2
240580,2019,0,0,1
240610,2014,1,0,1
240650,2012,1,0,1
240650,2017,1,0,1
240650,2018,1,0,1
240650,2019,1,0,1
240650,2020,1,0,1
240660,2014,1,0,1
240670,2015,1,0,1
240700,2018,0,0,1
240710,2012,2,0,2
240710,2014,2,0,2
240710,2015,1,0,1
240710,2017,1,0,1
240710,2019,1,0,1
240720,2014,1,0,1
240740,2013,1,0,1
240770,2015,1,0,1
240800,2012,3,0,3
240800,2014,4,0,4
240800,2015,5,0,5
240800,2016,1,0,1
240800,2017,4,0,4
240800,2018,2,0,2
240800,2019,2,0,2
240800,2020,6,0,6
240810,2012,5,1,6
240810,2013,5,0,5
240810,2014,6,0,6
240810,2015,4,0,4
240810,2016,9,0,9
240810,2017,7,0,7
240810,2018,6,0,6
240810,2019,4,0,4
240810,2020,4,0,6
240820,2013,1,0,1
240820,2014,1,0,1
240820,2016,1,0,1
240830,2013,1,0,1
240830,2017,2,0,2
240860,2015,1,0,1
240870,2020,0,0,1
240895,2012,1,0,1
240910,2012,1,0,1
240920,2017,1,0,1
240930,2020,1,0,1
240940,2019,1,0,1
240940,2020,1,0,1
240950,2018,1,0,1
240950,2019,1,0,1
240960,2020,1,0,1
240980,2014,1,0,1
240980,2016,1,0,1
240990,2017,1,0,1
241000,2018,0,0,1
241010,2013,1,0,1
241020,2019,1,0,1
241050,2018,0,0,1
241070,2013,2,0,2
241090,2013,1,0,1
241100,2020,1,0,1
241110,2014,1,0,1
241140,2019,1,0,1
241150,2012,2,0,2
241150,2016,1,0,1
241150,2018,2,0,2
241150,2019,0,0,1
241180,2014,1,0,1
241180,2020,1,0,1
241200,2012,1,0,1
241200,2013,0,0,1
241200,2015,3,0,3
241200,2016,1,0,1
241200,2017,0,1,1
241210,2012,1,0,1
241220,2014,2,0,2
241220,2015,1,0,1
241220,2018,1,0,1
241240,2019,1,0,1
241250,2016,1,0,1
241250,2019,2,0,2
241250,2020,1,0,1
241255,2015,1,0,1
241255,2019,1,0,1
241270,2014,1,0,1
241300,2012,1,0,1
241300,2016,1,0,1
241300,2017,1,0,1
241320,2019,1,0,1
241330,2015,1,0,1
241390,2017,1,0,1
241400,2015,3,0,3
241410,2013,1,0,1
241410,2016,2,0,2
241420,2016,0,0,1
241430,2019,1,0,1
241440,2014,1,0,1
241440,2017,1,0,1
241440,2019,1,0,1
241460,2015,1,0,1
241475,2019,1,0,1
241480,2017,1,0,1
250010,2020,1,0,1
250030,2014,1,0,1
250030,2015,1,0,1
250030,2019,2,0,2
250040,2015,1,0,1
250040,2018,1,0,1
250060,2017,1,0,1
250070,2012,1,0,1
250070,2015,1,0,1
250070,2019,1,0,1
250073,2016,1,0,1
250077,2018,1,0,1
250090,2015,1,0,1
250100,2013,2,0,2
250100,2016,1,0,1
250110,2015,1,0,1
250110,2016,1,0,1
250110,2017,1,0,1
250110,2020,1,0,1
250120,2016,1,0,1
250120,2020,1,0,1
250130,2018,1,0,1
250135,2016,1,0,1
250140,2017,1,0,1
250140,2020,1,0,1
250150,2012,1,0,1
250150,2017,1,0,1
250150,2018,1,0,1
250160,2015,1,0,1
250160,2020,1,0,1
250170,2017,1,0,1
250180,2012,1,0,1
250180,2013,1,0,1
250180,2014,1,0,1
250180,2019,2,0,2
250180,2020,2,0,2
250190,2017,1,0,1
250190,2019,1,0,1
250205,2020,1,0,1
250215,2013,1,0,1
250240,2013,1,0,1
250240,2018,1,0,1
250260,2015,1,0,1
250270,2016,1,0,1
250280,2019,1,0,1
250280,2020,1,0,1
250300,2016,1,0,1
250300,2019,1,0,1
250300,2020,1,0,1
250320,2017,1,0,1
250320,2018,2,0,2
250320,2019,2,0,2
250320,2020,1,0,1
250350,2012,1,0,1
250350,2016,1,0,1
250350,2020,1,0,1
250355,2017,1,0,1
250370,2013,1,0,1
250370,2016,2,0,2
250370,2017,1,0,1
250370,2019,1,0,1
250370,2020,1,0,1
250375,2013,1,0,1
250400,2012,4,0,4
250400,2013,3,0,3
250400,2014,3,0,3
250400,2015,2,0,2
250400,2016,5,0,5
250400,2017,2,0,2
250400,2018,8,0,8
250400,2019,1,0,1
250400,2020,6,0,6
250410,2014,1,0,1
250415,2015,1,0,1
250430,2014,2,0,2
250430,2016,1,0,1
250440,2016,2,0,2
250450,2012,1,0,1
250460,2013,1,0,1
250460,2016,1,0,1
250480,2014,1,0,1
250490,2016,1,0,1
250500,2012,1,0,1
250510,2015,1,0,1
250520,2020,1,0,1
250523,2016,2,0,2
250527,2017,1,0,1
250540,2014,1,0,1
250540,2015,1,0,1
250570,2015,1,0,1
250600,2015,1,0,1
250610,2020,1,0,1
250625,2018,1,0,1
250630,2012,1,0,1
250630,2013,2,0,2
250630,2014,1,0,1
250630,2016,1,0,1
250630,2020,1,0,1
250640,2016,1,0,1
250640,2019,1,0,1
250640,2020,1,0,1
250670,2013,1,0,1
250690,2016,1,0,1
250690,2019,1,0,1
250700,2013,1,0,1
250700,2015,1,0,1
250710,2016,1,0,1
250720,2016,1,0,1
250720,2017,1,0,1
250750,2012,4,0,4
250750,2013,11,0,11
250750,2014,6,0,6
250750,2015,9,0,9
250750,2016,8,0,8
250750,2017,8,0,8
250750,2018,4,0,4
250750,2019,7,0,7
250750,2020,7,0,7
250770,2013,1,0,1
250770,2018,1,0,1
250770,2020,1,0,1
250780,2015,1,0,1
250790,2015,1,0,1
250810,2012,2,0,2
250820,2019,1,0,1
250830,2014,2,0,2
250830,2016,1,0,1
250830,2018,1,0,1
250850,2019,1,0,1
250890,2020,3,0,3
250905,2017,1,0,1
250910,2014,1,0,1
250910,2016,1,0,1
250910,2020,1,0,1
250920,2014,1,0,1
250920,2017,1,0,1
250930,2019,2,0,2
250933,2014,1,0,1
250937,2020,1,0,1
250939,2016,1,0,1
250940,2018,2,0,2
250950,2018,1,0,1
250970,2015,1,0,1
250970,2018,1,0,1
251000,2017,1,0,1
251020,2013,1,0,1
251030,2020,1,0,1
251040,2019,1,0,1
251080,2012,2,0,2
251080,2013,2,0,2
251080,2014,1,0,1
251080,2015,2,0,2
251080,2018,1,0,1
251080,2019,2,0,2
251110,2017,1,0,1
251110,2018,1,0,1
251120,2012,1,0,1
251120,2013,1,0,1
251120,2016,1,0,1
251120,2018,1,0,1
251120,2020,1,0,1
251130,2012,1,0,1
251140,2012,1,0,1
251140,2015,1,0,1
251150,2020,1,0,1
251160,2012,1,0,1
251170,2016,1,0,1
251190,2019,1,0,1
251200,2015,1,0,1
251200,2016,1,0,1
251200,2019,1,0,1
251207,2016,1,0,1
251210,2015,1,0,1
251240,2012,1,0,1
251240,2013,1,0,1
251250,2013,1,0,1
251250,2014,1,0,1
251250,2015,1,0,1
251250,2016,1,0,1
251250,2017,1,0,1
251270,2015,1,0,1
251270,2016,1,0,1
251275,2013,1,0,1
251276,2014,1,0,1
251278,2020,1,0,1
251280,2012,1,0,1
251280,2017,1,0,1
251280,2020,1,0,1
251290,2015,1,0,1
251290,2020,1,0,1
251320,2015,1,0,1
251320,2017,1,0,1
251350,2017,1,0,1
251370,2014,2,0,2
251370,2016,2,0,2
251370,2017,1,0,1
251370,2018,1,0,1
251370,2019,2,0,2
251370,2020,5,0,5
251390,2014,1,0,1
251390,2016,1,0,1
251390,2017,1,0,1
251396,2016,1,0,1
251398,2014,1,0,1
251410,2020,1,0,1
251450,2017,1,0,1
251455,2017,1,0,1
251480,2013,1,0,1
251490,2017,1,0,1
251500,2013,1,0,1
251530,2018,1,0,1
251530,2019,1,0,1
251530,2020,2,0,2
251540,2013,1,0,1
251550,2014,1,0,1
251580,2020,1,0,1
251597,2015,1,0,1
251600,2012,1,0,1
251600,2020,1,0,1
251610,2014,1,0,1
251610,2019,1,0,1
251620,2013,1,0,1
251620,2020,1,0,1
251630,2013,1,0,1
251650,2015,1,0,1
251650,2019,1,0,1
251660,2020,1,0,1
251670,2013,1,0,1
251680,2017,1,0,1
251690,2018,1,0,1
251700,2012,1,0,1
251700,2019,1,0,1
251710,2017,1,0,1
251740,2016,1,0,1
260005,2014,1,0,1
260005,2016,0,1,1
260005,2017,1,0,1
260005,2018,1,0,1
260005,2019,1,0,1
260010,2013,1,0,1
260010,2020,1,0,1
260040,2016,1,0,1
260040,2017,1,0,1
260050,2012,1,0,1
260050,2013,1,0,1
260050,2015,3,0,3
260050,2016,1,0,1
260050,2017,1,0,1
260050,2020,1,0,1
260060,2014,1,0,1
260060,2017,1,0,1
260070,2015,1,0,1
260070,2019,1,0,1
260070,2020,0,1,1
260080,2018,1,0,1
260090,2020,1,0,1
260110,2012,3,0,3
260110,2013,1,0,1
260110,2014,2,0,2
260110,2015,2,0,2
260110,2016,5,0,5
260110,2018,1,0,1
260110,2019,4,0,4
260110,2020,3,0,3
260120,2014,1,0,1
260120,2015,2,0,3
260120,2018,2,0,2
260120,2020,1,0,1
260140,2013,1,0,1
260140,2014,2,0,2
260140,2016,1,0,1
260140,2019,1,0,1
260140,2020,1,0,1
260150,2013,2,0,2
260150,2016,1,0,1
260150,2020,1,0,1
260160,2019,1,0,1
260170,2013,1,0,1
260170,2016,1,0,1
260170,2017,1,0,1
260170,2020,2,0,2
260180,2018,1,0,1
260190,2019,0,0,1
260200,2012,1,0,1
260200,2016,1,0,1
260200,2018,1,0,1
260210,2013,1,0,1
260210,2014,2,0,2
260210,2017,1,0,1
260220,2013,1,0,1
260220,2014,1,0,1
260220,2017,1,0,1
260220,2018,1,0,1
260230,2016,0,1,1
260240,2012,1,0,1
260240,2013,1,0,1
260240,2015,1,0,1
260240,2016,1,0,1
260260,2013,1,0,1
260260,2015,2,0,2
260260,2017,1,0,1
260260,2019,3,0,3
260280,2014,2,0,2
260280,2015,2,0,2
260280,2016,1,0,1
260280,2019,1,0,1
260290,2013,5,0,5
260290,2014,2,0,2
260290,2015,3,0,3
260290,2018,1,1,2
260290,2019,1,0,1
260290,2020,2,0,2
260300,2013,1,0,1
260300,2019,1,0,1
260320,2013,2,0,2
260320,2016,1,0,1
260320,2017,1,0,1
260330,2015,1,0,1
260340,2018,1,0,1
260345,2013,2,0,2
260345,2014,1,0,1
260345,2016,1,0,1
260345,2017,3,0,3
260345,2018,1,0,1
260345,2019,1,0,1
260345,2020,2,0,2
260350,2013,1,0,1
260350,2015,1,0,1
260350,2019,1,0,1
260360,2012,1,0,1
260370,2014,1,0,1
260380,2013,1,0,1
260390,2017,2,0,2
260392,2015,1,0,1
260392,2019,1,0,1
260400,2013,2,0,2
260410,2012,2,0,2
260410,2013,5,0,5
260410,2014,4,0,4
260410,2015,3,0,3
260410,2016,2,0,2
260410,2017,2,0,2
260410,2018,1,0,1
260410,2019,1,0,1
260410,2020,6,0,6
260415,2019,1,0,1
260420,2012,1,0,1
260420,2013,1,0,1
260420,2014,1,0,1
260420,2015,1,0,1
260420,2016,1,0,1
260420,2017,1,0,1
260420,2018,1,0,1
260430,2015,1,0,1
260440,2012,0,0,1
260450,2019,3,0,3
260460,2015,1,0,1
260460,2016,1,0,1
260460,2017,1,0,1
260460,2019,2,0,2
260470,2016,2,0,2
260500,2015,1,0,1
260500,2017,2,0,2
260515,2013,1,0,1
260520,2012,0,0,3
260520,2014,1,0,1
260520,2018,1,0,1
260520,2020,2,0,2
260530,2014,2,0,2
260530,2016,1,0,1
260530,2018,1,0,1
260530,2019,1,0,1
260540,2018,1,0,1
260540,2020,1,0,1
260570,2013,1,0,1
260570,2015,2,0,2
260570,2016,1,0,1
260580,2016,0,0,1
260580,2017,0,1,1
260590,2013,1,0,1
260590,2020,2,0,2
260600,2012,1,0,1
260600,2013,1,0,1
260600,2014,2,0,2
260600,2016,1,0,1
260600,2017,1,0,1
260600,2018,3,0,3
260600,2020,2,0,2
260610,2012,0,0,1
260610,2014,1,0,1
260620,2014,1,0,1
260620,2016,1,0,1
260620,2017,1,0,1
260630,2012,1,0,1
260640,2013,1,0,1
260640,2014,0,0,1
260640,2015,2,0,2
260640,2017,1,0,1
260640,2018,2,0,2
260640,2019,2,0,2
260640,2020,1,0,1
260660,2017,1,0,1
260680,2015,2,0,2
260680,2016,1,0,1
260680,2017,2,0,2
260680,2018,2,0,2
260690,2014,1,0,1
260700,2014,1,0,1
260700,2018,1,0,1
260720,2013,1,0,1
260720,2014,4,0,4
260720,2017,1,0,1
260730,2015,1,0,1
260730,2017,1,0,1
260750,2015,1,0,1
260760,2015,1,0,1
260760,2018,1,0,1
260765,2013,1,0,1
260765,2015,1,0,1
260765,2017,1,0,1
260765,2018,1,0,1
260775,2017,1,0,1
260775,2019,1,0,1
260780,2014,1,0,1
260790,2012,10,0,10
260790,2013,6,0,6
260790,2014,10,0,10
260790,2015,7,0,7
260790,2016,3,0,3
260790,2017,6,0,6
260790,2018,5,0,5
260790,2019,5,0,5
260800,2013,1,0,1
260800,2014,1,0,1
260805,2015,1,0,1
260810,2013,1,0,1
260810,2019,1,0,1
260830,2012,1,0,1
260830,2018,1,0,1
260840,2012,1,0,1
260840,2016,1,0,1
260845,2014,1,0,1
260850,2018,1,0,1
260850,2020,2,0,2
260860,2018,1,0,1
260870,2012,1,0,1
260870,2015,1,0,1
260870,2019,1,0,1
260890,2013,1,0,1
260890,2015,1,0,1
260890,2017,1,0,1
260890,2018,1,0,1
260915,2018,1,0,1
260915,2019,1,0,1
260930,2017,1,0,1
260930,2018,1,0,1
260930,2019,1,0,1
260930,2020,0,1,1
260940,2015,2,0,2
260940,2017,3,0,3
260940,2018,1,0,1
260950,2016,1,0,1
260950,2017,1,0,1
260950,2020,1,0,1
260960,2012,2,0,3
260960,2013,1,0,1
260960,2014,1,0,1
260960,2015,3,0,3
260960,2016,4,0,4
260960,2017,2,0,2
260960,2018,2,0,2
260960,2019,2,0,2
260960,2020,4,0,4
260970,2015,1,0,1
260970,2017,1,0,1
260970,2018,1,0,1
260980,2013,1,0,1
260990,2012,1,0,1
260990,2013,1,0,1
260990,2014,1,0,1
260990,2015,1,0,1
261000,2012,2,0,2
261000,2015,1,0,1
261000,2016,1,0,1
261000,2018,1,0,1
261000,2020,1,0,1
261020,2012,1,0,1
261020,2019,1,0,1
261040,2012,1,0,1
261040,2015,1,0,1
261040,2016,2,0,2
261050,2012,1,0,1
261050,2014,1,0,1
261050,2017,1,0,1
261060,2015,2,0,2
261060,2018,1,0,1
261060,2019,1,0,1
261060,2020,1,0,1
261070,2012,2,0,3
261070,2013,2,0,2
261070,2014,3,0,5
261070,2015,3,0,3
261070,2016,0,0,1
261070,2017,2,0,2
261070,2018,2,0,2
261070,2019,1,1,2
261070,2020,1,0,1
261080,2020,1,0,1
261090,2012,2,0,2
261090,2020,2,0,2
261100,2019,1,0,1
261100,2020,1,0,1
261110,2012,1,0,1
261110,2013,7,0,7
261110,2014,5,0,5
261110,2015,5,0,5
261110,2016,3,0,3
261110,2017,4,0,4
261110,2018,7,0,7
261110,2020,4,0,4
261120,2012,1,0,1
261130,2017,1,0,1
261140,2012,1,0,1
261150,2012,1,0,1
261150,2016,1,0,1
261160,2012,17,0,17
261160,2013,14,0,14
261160,2014,12,0,12
261160,2015,19,0,19
261160,2016,13,0,13
261160,2017,10,0,10
261160,2018,15,0,15
261160,2019,6,0,6
261160,2020,24,0,24
261180,2013,1,0,1
261180,2014,1,0,1
261180,2016,2,0,2
261180,2018,1,0,1
261180,2019,1,0,1
261190,2012,1,0,1
261190,2013,1,0,1
261190,2014,1,0,1
261190,2016,1,0,1
261220,2012,1,0,1
261220,2013,1,0,1
261220,2017,1,0,1
261220,2019,1,0,1
261220,2020,0,1,2
261230,2016,2,0,2
261230,2018,1,0,1
261230,2020,3,0,3
261240,2016,1,0,1
261245,2015,1,0,1
261247,2018,2,0,2
261250,2013,1,0,1
261250,2014,1,0,1
261250,2017,2,0,2
261255,2014,1,0,1
261260,2012,1,0,1
261260,2013,2,0,2
261260,2015,1,0,1
261260,2016,1,0,1
261260,2017,1,0,1
261270,2014,0,1,1
261280,2017,1,0,1
261290,2017,1,0,1
261300,2013,1,0,1
261300,2015,1,0,1
261300,2018,1,0,1
261310,2013,1,0,1
261310,2015,1,0,1
261320,2017,1,0,1
261320,2019,1,0,1
261330,2013,2,0,2
261330,2015,1,0,1
261330,2017,1,0,1
261330,2019,1,0,1
261340,2016,1,0,1
261340,2019,1,0,1
261350,2014,2,0,2
261350,2019,1,0,1
261350,2020,2,0,2
261360,2020,1,0,1
261370,2012,0,0,1
261370,2013,0,2,2
261370,2014,2,0,2
261370,2015,2,0,2
261370,2017,1,0,1
261370,2018,1,0,1
261370,2019,1,0,1
261370,2020,3,0,3
261380,2018,1,0,1
261380,2020,1,0,1
261390,2012,1,0,1
261390,2019,1,0,1
261410,2012,1,0,1
261410,2015,1,0,1
261410,2017,1,0,1
261420,2012,1,0,1
261420,2014,2,0,2
261420,2018,1,0,1
261420,2019,1,0,1
261430,2020,1,0,1
261450,2016,1,0,1
261470,2014,1,0,1
261470,2017,1,0,1
261485,2017,2,0,2
261500,2013,1,0,1
261500,2015,1,0,1
261500,2017,1,0,1
261500,2018,1,0,1
261510,2019,1,0,1
261520,2016,1,0,1
261530,2017,1,0,1
261530,2019,1,0,1
261530,2020,2,0,2
261540,2014,1,0,1
261540,2016,1,0,1
261550,2019,1,0,1
261560,2012,1,0,1
261560,2013,1,0,1
261560,2017,2,0,2
261570,2014,1,0,1
261570,2020,0,1,1
261580,2015,1,0,1
261580,2017,1,0,1
261590,2019,1,0,1
261600,2013,1,0,1
261600,2014,1,0,1
261620,2018,1,0,1
261630,2014,2,0,2
261630,2017,2,0,2
261630,2018,1,0,1
261630,2020,1,0,1
261640,2013,3,0,3
261640,2014,1,0,1
261640,2015,3,0,3
261640,2018,1,0,1
261640,2020,1,0,1
261650,2016,1,0,1
270010,2014,1,0,1
270020,2012,1,0,1
270020,2013,1,0,1
270020,2015,1,0,1
270030,2012,2,0,2
270030,2013,4,0,4
270030,2014,4,0,4
270030,2015,3,0,3
270030,2016,5,0,6
270030,2017,5,0,5
270030,2018,3,0,3
270030,2019,7,0,7
270030,2020,2,1,3
270040,2018,3,0,3
270040,2020,1,0,1
270050,2012,1,0,1
270110,2014,1,0,1
270130,2019,1,0,1
270135,2018,1,0,1
270135,2020,1,0,1
270140,2013,1,0,1
270140,2015,1,0,1
270140,2016,1,0,1
270140,2019,0,0,1
270170,2013,1,0,1
270170,2019,1,0,1
270180,2016,1,0,1
270190,2015,1,0,1
270210,2015,1,0,1
270210,2020,1,0,1
270220,2015,1,0,1
270220,2018,0,0,1
270230,2014,1,0,2
270230,2016,1,0,1
270230,2017,1,0,1
270230,2018,1,0,1
270235,2013,1,0,1
270235,2019,2,0,2
270235,2020,1,0,1
270240,2013,2,0,2
270240,2014,2,0,2
270240,2015,2,0,2
270240,2019,2,0,2
270240,2020,1,0,1
270250,2014,1,0,1
270255,2012,1,0,1
270255,2017,1,0,1
270260,2012,1,0,1
270280,2015,1,0,1
270280,2018,1,0,1
270290,2013,1,0,1
270290,2014,2,0,2
270290,2017,1,0,1
270290,2020,1,0,1
270300,2020,1,0,1
270310,2014,1,0,1
270320,2015,1,0,1
270330,2012,1,0,1
270380,2013,1,0,1
270380,2014,1,0,1
270380,2016,0,0,1
270390,2012,1,0,1
270400,2012,1,0,1
270400,2013,1,0,1
270400,2014,1,0,1
270400,2018,1,0,1
270400,2020,1,0,1
270420,2013,1,0,1
270420,2014,1,0,1
270430,2012,2,1,3
270430,2013,7,0,9
270430,2014,13,0,13
270430,2015,8,0,9
270430,2016,4,0,4
270430,2017,4,0,4
270430,2018,5,0,5
270430,2019,2,0,2
270430,2020,14,0,14
270440,2019,1,0,1
270450,2016,3,0,3
270450,2020,3,0,3
270460,2018,1,0,1
270460,2020,2,0,2
270470,2015,1,0,1
270470,2016,1,0,1
270470,2020,1,0,1
270500,2013,1,0,1
270500,2014,1,0,1
270510,2017,1,0,1
270510,2018,0,0,1
270520,2014,1,0,1
270520,2020,1,0,1
270540,2014,2,0,2
270540,2015,1,0,1
270540,2019,1,0,1
270550,2012,1,0,1
270550,2014,1,0,1
270550,2019,1,0,1
270560,2018,1,0,1
270570,2020,1,0,1
270580,2018,1,0,1
270590,2019,0,1,1
270600,2014,2,0,2
270610,2018,1,0,1
270630,2012,1,0,1
270630,2014,1,0,1
270630,2015,1,0,1
270630,2019,1,0,1
270642,2014,1,0,1
270642,2018,1,0,1
270644,2013,1,0,1
270650,2015,1,0,1
270650,2018,1,0,1
270650,2019,1,0,1
270660,2016,1,0,1
270670,2013,2,0,2
270670,2014,1,0,1
270670,2016,1,0,1
270670,2020,1,0,1
270690,2013,1,0,1
270690,2016,1,0,1
270700,2014,1,0,1
270730,2012,3,0,3
270730,2014,1,0,1
270730,2020,1,0,1
270760,2014,1,0,1
270770,2015,2,0,2
270770,2016,1,0,1
270770,2020,0,1,1
270800,2012,1,0,1
270800,2013,1,0,1
270830,2012,1,0,1
270830,2014,2,0,2
270830,2015,1,0,1
270830,2019,1,0,1
270830,2020,1,0,1
270840,2014,3,0,3
270840,2018,1,0,1
270840,2019,2,0,2
270850,2013,1,0,1
270850,2014,2,0,2
270850,2017,2,0,2
270850,2020,1,0,1
270860,2012,1,0,1
270860,2014,1,0,1
270860,2016,1,0,1
270870,2020,0,0,1
270880,2014,1,0,1
270890,2016,1,0,1
270890,2017,1,0,1
270890,2019,1,0,1
270895,2016,1,0,1
270900,2019,2,0,2
270910,2012,1,0,1
270910,2014,1,0,1
270915,2020,1,0,1
270920,2018,2,0,2
270930,2012,2,0,2
270930,2013,1,0,1
270930,2014,1,0,1
270930,2015,2,0,2
270930,2019,1,0,1
270940,2012,1,0,1
280020,2014,1,0,1
280020,2015,1,0,1
280030,2012,2,0,2
280030,2013,5,0,5
280030,2014,6,0,6
280030,2016,5,0,5
280030,2017,7,0,7
280030,2018,4,0,4
280030,2019,4,0,4
280030,2020,9,0,9
280050,2020,1,0,1
280060,2013,1,0,1
280060,2014,1,0,1
280060,2017,1,0,1
280060,2018,1,0,1
280067,2018,1,0,1
280070,2012,1,0,1
280070,2013,1,0,1
280070,2016,1,0,1
280100,2012,1,0,1
280130,2012,1,0,1
280130,2018,1,0,1
280150,2015,1,0,1
280150,2018,1,0,1
280170,2012,1,0,1
280170,2019,1,0,1
280190,2020,1,0,1
280200,2013,1,0,1
280200,2020,1,0,1
280210,2013,1,0,1
280210,2017,2,0,2
280210,2018,2,0,2
280210,2019,1,0,1
280210,2020,1,0,1
280220,2016,1,0,1
280230,2012,1,0,1
280240,2015,1,0,1
280240,2019,1,0,1
280260,2016,2,0,2
280290,2012,1,0,1
280290,2013,1,0,1
280290,2015,2,0,2
280290,2017,2,0,2
280290,2018,2,0,2
280300,2012,2,0,2
280300,2013,1,0,1
280300,2015,1,0,1
280300,2017,1,0,1
280300,2018,1,0,1
280300,2019,1,0,1
280330,2012,1,0,1
280330,2015,2,0,2
280330,2020,1,0,1
280350,2012,2,0,2
280350,2013,1,0,1
280350,2014,3,0,3
280350,2015,1,0,1
280350,2018,1,0,1
280350,2019,1,0,1
280350,2020,1,0,1
280360,2013,1,0,1
280360,2016,1,0,1
280370,2012,1,0,1
280370,2013,1,0,1
280370,2014,1,0,1
280380,2019,1,0,1
280400,2020,1,0,1
280430,2012,1,0,1
280430,2014,1,0,1
280445,2018,1,0,1
280450,2013,2,0,2
280450,2016,1,0,1
280460,2013,1,0,1
280460,2014,2,0,2
280460,2016,1,0,1
280460,2018,1,0,1
280460,2019,1,0,1
280480,2012,5,0,5
280480,2014,1,0,1
280480,2015,4,0,4
280480,2016,3,0,3
280480,2017,2,0,2
280480,2018,2,0,2
280480,2020,3,0,3
280500,2013,1,0,1
280510,2018,1,0,1
280510,2020,0,1,1
280520,2012,1,0,1
280520,2014,1,0,1
280540,2017,0,0,1
280540,2020,2,0,2
280560,2014,2,0,2
280560,2015,1,0,1
280560,2020,1,0,1
280570,2016,1,0,1
280580,2014,1,0,1
280580,2016,1,0,1
280580,2018,1,0,1
280580,2020,1,0,1
280600,2020,1,0,1
280610,2014,1,0,1
280610,2015,1,0,1
280620,2014,1,0,1
280630,2013,1,0,1
280630,2020,1,0,1
280660,2020,1,0,1
280670,2012,1,0,1
280670,2013,2,0,2
280670,2015,3,0,3
280670,2017,1,0,1
280670,2020,3,0,3
280700,2020,1,0,1
280710,2019,1,0,1
280740,2012,1,0,1
280740,2013,1,0,1
280740,2014,1,0,1
280750,2013,1,0,1
280760,2012,1,0,1
280760,2016,1,0,1
290000,2016,0,0,1
290020,2012,1,0,1
290020,2013,1,0,1
290020,2015,2,0,2
290020,2018,1,0,1
290020,2019,1,0,1
290030,2020,1,0,1
290040,2019,0,0,1
290070,2013,2,0,2
290070,2014,3,0,3
290070,2015,2,0,2
290070,2016,1,0,1
290070,2017,1,0,1
290070,2018,1,0,1
290070,2020,2,0,2
290080,2012,0,0,1
290100,2016,0,0,1
290100,2017,2,0,2
290100,2018,1,0,1
290110,2015,0,0,1
290115,2012,1,0,1
290115,2013,0,0,1
290120,2016,0,0,1
290130,2012,1,0,1
290130,2013,1,0,1
290130,2020,1,0,1
290135,2013,0,0,1
290160,2013,1,0,1
290180,2013,1,0,1
290200,2012,1,0,1
290200,2018,1,0,1
290205,2014,1,0,1
290205,2015,1,0,1
290205,2018,1,0,1
290205,2020,0,1,1
