"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","internacoes_neonatais_totais"
"421330",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421335",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421340",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"421350",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
"421360",2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
"421370",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"421380",2024,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
"421390",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421400",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"421410",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421415",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"421420",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421440",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"421450",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421460",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"421470",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"421480",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"421490",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421500",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54
"421505",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421507",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421510",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"421520",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421530",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421535",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421540",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421545",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"421550",2024,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"421555",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421560",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421565",2024,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12
"421567",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"421568",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421569",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421570",2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
"421575",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421580",2024,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79
"421590",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421600",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8
"421605",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"421610",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"421620",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"421625",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421630",2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"421635",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"421640",2024,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,15
"421650",2024,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33
"421660",2024,5,7,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,252
"421670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421680",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"421690",2024,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"421700",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"421710",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421715",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421720",2024,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,57
"421725",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421730",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"421740",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"421750",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"421755",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421760",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"421770",2024,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,29
"421775",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421780",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"421790",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"421795",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"421800",2024,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,77
"421810",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"421820",2024,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"421825",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"421830",2024,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
"421835",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"421840",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10
"421850",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421860",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421870",2024,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"421875",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"421880",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
"421885",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421890",2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"421895",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"421900",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"421910",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421915",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421917",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421920",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"421930",2024,2,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48
"421935",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"421940",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"421950",2024,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
"421960",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421970",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"421985",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"422000",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13
"430003",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430005",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"430010",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"430020",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430030",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430040",2024,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131
"430045",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430047",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430050",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430055",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430057",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430060",2024,29,2,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,220
"430063",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430064",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430066",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430070",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430080",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430085",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430087",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"430090",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430100",2024,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16
"430105",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430107",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"430110",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"430120",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430130",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"430140",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430150",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430155",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430160",2024,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78
"430163",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430165",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430170",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430175",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430180",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430185",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430187",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430190",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430192",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430195",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430200",2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430205",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430210",2024,10,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93
"430215",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430220",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430222",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430223",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430225",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430230",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"430235",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13
"430237",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430240",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430245",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430250",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430258",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430260",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430265",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430270",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430280",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
"430290",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430300",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,65
"430310",2024,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,150
"430320",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"430330",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430340",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430350",2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"430355",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430360",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430367",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430370",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430380",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"430390",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"430400",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"430410",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430420",2024,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
"430430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430435",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430440",2024,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"430450",2024,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28
"430460",2024,59,5,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,309
"430461",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430462",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430463",2024,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"430465",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430466",2024,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"430467",2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430468",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"430469",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430470",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"430471",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430480",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430485",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430490",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430495",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430500",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"430510",2024,3,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,169
"430511",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430512",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5
"430513",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"430515",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"430517",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
"430520",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430530",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430535",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
"430537",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430540",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430543",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430544",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430545",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"430550",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430558",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430560",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430570",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"430580",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430583",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430585",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430587",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430590",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"430593",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430595",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430597",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"430600",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430605",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430607",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430610",2024,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"430613",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430620",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"430630",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430632",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430635",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430637",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430640",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430642",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430645",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430650",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430655",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430660",2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"430670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430673",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430675",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430676",2024,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45
"430680",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
"430690",2024,3,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,33
"430692",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430693",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430695",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430697",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430700",2024,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,140
"430705",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"430710",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430720",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"430730",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"430740",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430745",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430750",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430755",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430760",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"430770",2024,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"430780",2024,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"430781",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430783",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430786",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430790",2024,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"430800",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430805",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430807",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430810",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430820",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"430825",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430830",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"430840",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"430843",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"430845",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"430850",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35
