CODMUNRES,ANO,Obito_MIF_investigado_com_Ficha_Sintese,Obito_MIF_investigado_sem_Ficha_Sintese,TOTAL_OBITOS_MULHER_IDADE_FERTIL
310550,2015,4,0,4
310550,2017,2,0,2
310550,2018,3,0,3
310550,2020,1,0,1
310560,2012,55,2,57
310560,2013,42,2,47
310560,2014,48,0,51
310560,2015,37,0,38
310560,2016,40,1,41
310560,2017,48,0,50
310560,2018,35,0,35
310560,2019,41,0,41
310560,2020,47,0,47
310570,2012,1,0,1
310570,2013,2,0,2
310570,2014,1,0,1
310570,2015,1,0,1
310570,2016,2,0,2
310570,2017,1,0,1
310570,2018,2,0,2
310570,2019,2,0,2
310570,2020,1,0,1
310590,2012,11,0,11
310590,2013,13,0,13
310590,2014,9,0,9
310590,2015,12,0,12
310590,2016,10,0,10
310590,2017,9,0,9
310590,2018,7,0,7
310590,2019,12,0,13
310590,2020,9,0,9
310600,2012,2,0,2
310600,2013,7,0,7
310600,2014,8,0,8
310600,2015,5,0,5
310600,2016,4,0,4
310600,2017,4,0,4
310600,2018,4,0,4
310600,2019,2,0,2
310600,2020,4,0,4
310610,2013,2,0,2
310610,2015,0,0,1
310610,2016,0,0,1
310610,2017,2,0,2
310610,2018,1,0,1
310620,2012,695,70,823
310620,2013,758,8,775
310620,2014,706,2,710
310620,2015,568,36,638
310620,2016,598,22,647
310620,2017,608,14,627
310620,2018,625,0,625
310620,2019,684,0,684
310620,2020,773,0,773
310630,2012,10,0,10
310630,2013,11,0,11
310630,2014,11,0,11
310630,2015,13,0,13
310630,2016,5,0,5
310630,2017,9,0,9
310630,2018,14,0,14
310630,2019,6,0,6
310630,2020,14,0,14
310640,2012,2,0,2
310640,2013,3,0,3
310640,2014,4,0,4
310640,2015,4,0,4
310640,2016,3,0,3
310640,2019,2,0,2
310640,2020,3,0,3
310650,2012,0,0,2
310650,2013,2,0,2
310650,2014,1,0,1
310650,2015,4,0,4
310650,2016,2,0,2
310650,2017,3,0,3
310650,2018,4,0,4
310650,2019,6,0,6
310650,2020,1,0,1
310660,2012,4,0,4
310660,2013,2,0,2
310660,2014,1,0,1
310660,2015,3,0,4
310660,2016,3,0,3
310660,2018,1,0,1
310660,2019,2,0,2
310660,2020,1,0,1
310665,2013,2,0,2
310665,2014,1,0,1
310665,2015,3,0,3
310665,2017,1,0,1
310665,2020,2,0,2
310670,2012,68,14,138
310670,2013,87,8,136
310670,2014,93,5,141
310670,2015,129,5,175
310670,2016,127,1,140
310670,2017,125,2,138
310670,2018,102,1,115
310670,2019,136,0,144
310670,2020,136,0,137
310680,2012,2,0,2
310680,2013,2,0,2
310680,2014,0,0,1
310680,2015,3,0,3
310680,2018,1,0,1
310680,2019,1,0,1
310690,2012,4,0,4
310690,2013,7,0,7
310690,2014,4,0,5
310690,2015,4,0,4
310690,2016,5,0,5
310690,2017,7,0,7
310690,2018,5,0,5
310690,2019,3,0,3
310690,2020,5,0,5
310700,2012,1,0,1
310700,2013,1,0,1
310700,2014,1,0,1
310700,2018,1,0,1
310710,2012,18,0,18
310710,2013,11,0,11
310710,2014,14,0,14
310710,2015,19,0,19
310710,2016,16,0,17
310710,2017,12,0,12
310710,2018,16,0,16
310710,2019,10,0,10
310710,2020,14,0,14
310720,2012,0,1,1
310720,2014,0,0,1
310720,2015,0,0,3
310720,2016,0,0,1
310720,2018,0,0,1
310720,2019,0,0,1
310730,2012,14,0,14
310730,2013,20,0,20
310730,2014,21,0,22
310730,2015,28,0,28
310730,2016,23,0,23
310730,2017,18,0,18
310730,2018,12,0,12
310730,2019,19,0,19
310730,2020,21,0,21
310740,2012,15,0,15
310740,2013,14,0,14
310740,2014,17,0,17
310740,2015,17,0,17
310740,2016,14,0,14
310740,2017,18,0,18
310740,2018,13,0,13
310740,2019,6,1,7
310740,2020,12,0,12
310750,2012,2,0,2
310750,2013,2,0,2
310750,2014,1,0,1
310750,2015,3,0,3
310750,2016,1,0,5
310750,2017,5,0,5
310750,2018,3,0,3
310750,2020,0,0,3
310760,2012,1,0,1
310760,2013,2,0,2
310760,2014,1,0,1
310760,2016,1,0,1
310760,2018,1,0,1
310760,2019,1,0,1
310760,2020,1,0,1
310770,2014,2,0,2
310770,2015,2,0,2
310770,2016,5,0,5
310770,2017,1,0,1
310770,2018,2,0,2
310770,2019,3,0,3
310770,2020,2,0,2
310780,2012,10,0,10
310780,2013,5,0,5
310780,2014,7,0,7
310780,2015,2,0,2
310780,2016,5,0,5
310780,2017,4,0,4
310780,2018,5,0,5
310780,2019,4,0,4
310780,2020,6,0,6
310790,2012,3,0,3
310790,2013,6,0,6
310790,2014,2,0,2
310790,2015,1,0,1
310790,2017,6,0,6
310790,2018,3,0,3
310790,2019,3,0,3
310790,2020,4,0,4
310800,2012,6,0,6
310800,2013,10,0,10
310800,2014,7,0,7
310800,2015,5,0,5
310800,2016,8,0,8
310800,2017,11,0,11
310800,2018,2,0,2
310800,2019,9,0,9
310800,2020,6,0,6
310810,2012,2,0,2
310810,2013,2,0,3
310810,2015,0,0,2
310810,2016,2,0,4
310810,2017,0,0,1
310810,2018,0,0,2
310810,2019,4,0,4
310810,2020,2,0,2
310820,2013,4,0,4
310820,2015,5,0,5
310820,2016,3,0,3
310820,2018,4,0,4
310820,2019,2,0,2
310820,2020,1,0,1
310825,2012,1,0,1
310825,2013,2,0,2
310825,2014,1,0,1
310825,2016,2,0,2
310825,2017,4,0,4
310825,2018,2,0,2
310825,2019,2,0,2
310830,2012,6,0,6
310830,2013,6,0,6
310830,2014,6,0,6
310830,2015,3,0,3
310830,2016,5,0,5
310830,2017,4,0,4
310830,2018,6,0,6
310830,2019,2,0,2
310830,2020,7,0,7
310840,2012,8,0,8
310840,2013,4,0,4
310840,2015,5,0,5
310840,2016,2,0,2
310840,2017,4,0,4
310840,2019,1,0,1
310840,2020,6,0,6
310850,2013,3,0,3
310850,2014,2,0,2
310850,2015,2,0,2
310850,2016,2,0,2
310850,2017,3,0,3
310850,2018,1,0,1
310850,2019,3,0,3
310850,2020,3,0,3
310855,2012,1,1,5
310855,2013,4,0,4
310855,2014,8,0,8
310855,2015,5,0,5
310855,2016,4,0,4
310855,2017,7,0,7
310855,2018,6,0,6
310855,2019,6,0,6
310855,2020,6,0,7
310860,2012,15,0,17
310860,2013,9,0,9
310860,2014,9,0,10
310860,2015,10,0,10
310860,2016,9,0,9
310860,2017,5,0,5
310860,2018,8,0,8
310860,2019,12,0,12
310860,2020,16,0,16
310870,2012,1,1,2
310870,2013,1,0,1
310870,2014,3,0,3
310870,2016,1,0,1
310870,2017,1,0,1
310870,2018,1,0,1
310870,2020,0,0,2
310880,2014,1,0,1
310880,2015,2,0,2
310880,2016,2,0,2
310880,2017,1,0,1
310880,2018,2,0,2
310880,2019,2,0,2
310880,2020,1,0,1
310890,2012,3,0,3
310890,2014,8,0,8
310890,2015,2,0,2
310890,2016,4,0,4
310890,2017,4,0,4
310890,2018,2,0,2
310890,2019,3,0,3
310890,2020,5,0,5
310900,2012,13,0,13
310900,2013,11,0,11
310900,2014,14,0,14
310900,2015,11,0,11
310900,2016,8,0,8
310900,2017,9,0,9
310900,2018,12,0,12
310900,2019,42,0,42
310900,2020,11,0,11
310910,2013,3,0,4
310910,2015,2,0,2
310910,2016,1,0,1
310910,2017,2,0,2
310910,2018,3,0,3
310910,2019,6,0,6
310910,2020,3,0,3
310920,2012,4,0,4
310920,2013,6,0,6
310920,2014,4,0,4
310920,2015,2,0,2
310920,2016,9,0,9
310920,2017,4,0,4
310920,2018,1,0,1
310920,2019,2,0,2
310920,2020,1,0,1
310925,2013,1,0,1
310925,2014,2,0,2
310925,2015,2,1,3
310925,2016,1,0,1
310925,2017,2,0,2
310925,2018,1,0,1
310925,2020,1,0,1
310930,2012,9,0,9
310930,2013,5,0,5
310930,2014,8,0,8
310930,2015,14,0,14
310930,2016,5,0,5
310930,2017,5,0,5
310930,2018,10,0,10
310930,2019,10,0,10
310930,2020,6,0,6
310940,2012,3,0,20
310940,2013,8,0,15
310940,2014,0,0,8
310940,2015,9,0,11
310940,2016,14,0,14
310940,2017,15,0,15
310940,2018,11,0,11
310940,2019,7,0,7
310940,2020,11,0,11
310945,2012,2,0,2
310945,2013,1,0,1
310945,2014,3,0,3
310945,2015,2,0,2
310945,2016,2,0,2
310945,2017,3,0,3
310945,2018,2,0,2
310945,2020,4,0,4
310950,2012,4,0,4
310950,2013,6,0,6
310950,2014,0,0,2
310950,2015,2,0,2
310950,2016,7,0,7
310950,2017,5,0,5
310950,2018,2,0,2
310950,2019,4,0,4
310950,2020,8,0,8
310960,2012,2,0,2
310960,2014,2,0,2
310960,2015,1,0,1
310960,2016,2,0,2
310960,2017,4,0,4
310960,2018,1,0,1
310960,2019,1,0,1
310970,2012,2,0,2
310970,2013,1,0,1
310970,2014,2,0,2
310970,2015,2,0,2
310970,2016,1,0,1
310970,2017,1,0,1
310970,2018,2,0,2
310970,2019,4,0,4
310970,2020,1,0,1
310980,2012,1,0,1
310980,2013,1,0,1
310980,2015,2,0,2
310980,2016,2,0,2
310980,2018,1,0,1
310980,2019,2,0,2
310980,2020,1,0,2
310990,2012,3,0,3
310990,2013,4,0,4
310990,2014,3,0,3
310990,2015,3,0,3
310990,2016,5,0,5
310990,2017,5,0,5
310990,2018,7,0,8
310990,2019,4,0,4
310990,2020,5,0,5
311000,2012,2,0,13
311000,2013,12,1,15
311000,2014,15,0,15
311000,2015,16,0,16
311000,2016,13,0,13
311000,2017,14,0,15
311000,2018,11,0,11
311000,2019,5,0,5
311000,2020,7,0,8
311010,2012,3,0,3
311010,2013,4,0,4
311010,2014,1,0,1
311010,2015,1,0,1
311010,2016,3,0,3
311010,2017,4,0,4
311010,2018,1,0,1
311010,2019,4,0,4
311010,2020,5,0,5
311020,2013,2,0,2
311020,2016,1,0,1
311020,2017,2,0,2
311020,2018,5,0,5
311020,2019,2,0,2
311030,2012,7,0,7
311030,2013,8,0,8
311030,2014,4,0,4
311030,2015,4,0,4
311030,2016,3,0,3
311030,2017,5,0,6
311030,2018,5,0,6
311030,2019,2,0,2
311030,2020,4,0,4
311040,2012,1,0,1
311040,2014,1,0,1
311040,2015,1,0,1
311040,2017,2,0,2
311040,2019,0,0,1
311040,2020,1,0,1
311050,2012,4,0,4
311050,2013,5,0,5
311050,2014,4,0,4
311050,2015,7,0,7
311050,2016,10,0,10
311050,2017,5,0,6
311050,2018,8,0,8
311050,2019,10,0,12
311050,2020,8,0,11
311060,2012,13,0,13
311060,2013,6,0,6
311060,2014,3,0,3
311060,2015,11,0,11
311060,2016,2,0,2
311060,2017,6,0,6
311060,2018,5,0,6
311060,2019,4,0,4
311060,2020,0,0,10
311070,2012,6,0,6
311070,2013,2,0,3
311070,2014,7,0,7
311070,2015,2,0,2
311070,2016,3,0,3
311070,2017,3,0,3
311070,2018,4,0,4
311070,2019,3,0,3
311070,2020,2,0,2
311080,2013,1,0,1
311080,2014,2,0,2
311080,2015,2,0,2
311080,2016,2,0,2
311080,2019,2,2,5
311080,2020,0,1,2
311090,2012,4,0,4
311090,2013,3,0,3
311090,2014,2,0,2
311090,2015,4,0,4
311090,2016,5,0,5
311090,2017,4,0,4
311090,2018,8,0,8
311090,2019,8,0,8
311090,2020,6,0,6
311100,2012,6,0,6
311100,2013,7,0,7
311100,2014,9,0,9
311100,2015,6,0,6
311100,2016,6,0,6
311100,2017,7,0,8
311100,2018,4,0,5
311100,2019,6,0,6
311100,2020,7,0,7
311110,2012,5,0,5
311110,2013,4,0,4
311110,2014,7,0,7
311110,2015,8,0,8
311110,2016,7,0,7
311110,2017,5,0,5
311110,2018,4,0,4
311110,2019,5,0,5
311110,2020,6,1,7
311115,2012,1,0,1
311115,2013,2,0,2
311115,2014,5,0,5
311115,2015,3,0,3
311115,2018,1,0,1
311115,2020,1,0,1
311120,2012,16,0,16
311120,2013,23,0,23
311120,2014,16,0,16
311120,2015,19,1,21
311120,2016,19,0,19
311120,2017,17,0,17
311120,2018,15,0,15
311120,2019,16,0,16
311120,2020,19,0,19
311130,2012,6,0,6
311130,2013,2,0,2
311130,2014,3,0,3
311130,2015,5,0,5
311130,2016,4,0,4
311130,2017,3,0,3
311130,2018,4,0,4
311130,2019,1,0,1
311130,2020,1,0,1
311140,2012,2,0,2
311140,2013,5,0,5
311140,2014,5,0,5
311140,2015,3,0,3
311140,2016,2,0,2
311140,2017,1,0,1
311140,2018,4,0,4
311140,2019,5,0,5
311140,2020,2,0,2
311150,2012,6,0,6
311150,2013,6,0,6
311150,2014,10,0,11
311150,2015,8,0,9
311150,2016,5,0,5
311150,2017,9,0,9
311150,2018,4,0,4
311150,2019,2,0,2
311150,2020,0,0,3
311160,2012,4,1,9
311160,2013,7,0,7
311160,2014,6,0,7
311160,2015,7,0,7
311160,2016,10,0,10
311160,2017,10,0,10
311160,2018,7,0,7
311160,2019,12,0,12
311160,2020,7,0,7
311170,2013,1,0,1
311170,2014,1,0,1
311170,2017,2,0,2
311170,2018,1,0,1
311170,2019,2,0,2
311180,2012,2,0,2
311180,2013,2,0,2
311180,2014,3,0,3
311180,2015,1,0,1
311180,2016,2,0,2
311180,2017,4,0,4
311180,2018,4,0,4
311180,2019,4,0,4
311180,2020,6,0,6
311190,2012,2,0,2
311190,2013,2,0,3
311190,2014,2,0,2
311190,2015,3,0,3
311190,2016,1,0,1
311190,2017,2,0,2
311190,2018,1,0,1
311190,2019,2,0,3
311190,2020,0,0,1
311200,2012,6,0,6
311200,2013,3,0,3
311200,2014,4,0,4
311200,2015,3,0,3
311200,2016,4,0,4
311200,2017,5,0,5
311200,2018,2,0,2
311200,2019,6,0,6
311200,2020,6,0,6
311205,2013,2,0,2
311205,2015,0,0,1
311205,2016,1,0,2
311205,2017,2,0,2
311205,2018,4,0,4
311205,2019,2,0,2
311205,2020,2,0,2
311210,2012,1,0,1
311210,2014,1,0,1
311210,2015,1,0,1
311210,2016,1,0,1
311210,2017,5,0,5
311210,2018,4,0,4
311210,2019,1,0,1
311210,2020,0,1,1
311220,2012,2,0,2
311220,2013,2,0,2
311220,2015,4,0,4
311220,2017,1,0,1
311220,2018,1,0,1
311220,2019,2,0,2
311220,2020,2,0,2
311230,2012,10,0,10
311230,2013,13,0,13
311230,2014,19,0,19
311230,2015,6,0,6
311230,2016,16,0,16
311230,2017,14,0,14
311230,2018,19,0,19
311230,2019,7,0,8
311230,2020,12,0,12
311240,2012,1,0,1
311240,2013,2,0,2
311240,2015,1,0,2
311240,2016,4,0,4
311240,2017,3,0,3
311240,2019,5,0,5
311240,2020,3,0,3
311250,2012,6,0,7
311250,2013,2,0,2
311250,2014,3,0,3
311250,2016,7,0,7
311250,2017,1,0,1
311250,2018,2,0,2
311250,2019,6,0,6
311250,2020,2,0,2
311260,2012,6,0,6
311260,2013,4,0,4
311260,2014,5,0,5
311260,2015,3,0,3
311260,2016,2,0,2
311260,2017,3,0,3
311260,2018,4,0,4
311260,2019,2,0,2
311260,2020,4,0,4
311265,2012,3,0,3
311265,2014,3,0,3
311265,2015,2,0,2
311265,2016,1,0,1
311265,2017,1,0,1
311265,2018,4,0,4
311265,2019,3,0,3
311270,2012,5,0,5
311270,2013,6,0,6
311270,2014,7,0,8
311270,2015,6,0,6
311270,2016,9,0,9
311270,2017,4,0,4
311270,2018,7,0,7
311270,2019,6,0,6
311270,2020,8,0,8
311280,2012,1,0,1
311280,2013,1,0,1
311280,2014,1,0,1
311280,2015,3,0,3
311280,2016,1,0,1
311280,2017,2,0,2
311280,2018,5,0,5
311280,2019,2,0,2
311280,2020,3,0,3
311290,2012,3,0,3
311290,2013,6,0,6
311290,2014,5,0,5
311290,2016,2,0,2
311290,2017,2,0,2
311290,2018,4,0,4
311290,2019,3,0,3
311290,2020,5,0,5
311300,2012,9,0,9
311300,2013,9,0,10
311300,2014,11,0,11
311300,2015,12,0,12
311300,2016,6,0,6
311300,2017,9,0,9
311300,2018,6,0,6
311300,2019,10,0,10
311300,2020,12,0,12
311310,2016,1,0,1
311310,2017,2,0,2
311310,2018,2,0,2
311310,2019,2,0,2
311310,2020,1,0,1
311320,2012,8,0,9
311320,2013,9,0,9
311320,2014,14,0,14
311320,2015,9,0,9
311320,2016,8,0,8
311320,2017,13,0,13
311320,2018,10,0,10
311320,2019,4,0,4
311320,2020,9,0,9
311330,2012,11,0,11
311330,2013,9,0,9
311330,2014,19,0,19
311330,2015,12,0,13
311330,2016,21,0,21
311330,2017,9,0,9
311330,2018,11,0,12
311330,2019,15,0,15
311330,2020,11,1,12
311340,2012,31,0,31
311340,2013,29,0,29
311340,2014,22,0,22
311340,2015,37,0,37
311340,2016,38,1,39
311340,2017,36,0,36
311340,2018,21,0,21
311340,2019,27,0,27
311340,2020,29,0,30
311350,2012,6,0,6
311350,2013,3,0,3
311350,2014,2,0,2
311350,2015,5,0,5
311350,2016,6,0,6
311350,2017,1,0,1
311350,2018,3,0,3
311350,2019,4,0,4
311350,2020,1,0,2
311360,2013,4,0,4
311360,2014,2,0,2
311360,2015,5,0,5
311360,2016,3,0,3
311360,2018,1,0,1
311360,2019,1,0,1
311360,2020,1,0,1
311370,2012,4,0,9
311370,2013,6,0,6
311370,2014,8,0,8
311370,2015,10,0,10
311370,2016,12,0,12
311370,2017,6,0,6
311370,2018,9,0,9
311370,2019,2,0,5
311370,2020,3,0,6
311380,2013,1,0,1
311380,2014,2,0,2
311380,2018,1,0,1
311390,2012,3,0,3
311390,2013,8,0,8
311390,2014,6,0,6
311390,2015,7,0,8
311390,2016,1,0,1
311390,2017,5,0,5
311390,2018,4,0,4
311390,2019,5,0,5
311390,2020,2,0,2
311400,2012,6,0,7
311400,2013,4,0,4
311400,2014,4,0,4
311400,2015,4,0,4
311400,2017,3,0,3
311400,2018,5,0,5
311400,2019,2,0,2
311400,2020,4,0,4
311410,2012,1,0,1
311410,2013,3,0,4
311410,2014,7,0,7
311410,2015,4,0,4
311410,2016,11,0,11
311410,2017,7,0,7
311410,2018,3,0,3
311410,2019,7,0,7
311410,2020,4,0,4
311420,2012,8,0,8
311420,2013,4,0,4
311420,2014,9,0,9
311420,2015,3,0,3
311420,2016,8,0,8
311420,2017,6,0,6
311420,2018,7,0,7
311420,2019,7,0,7
311420,2020,8,0,8
311430,2012,12,0,12
311430,2013,8,0,8
311430,2014,9,0,9
311430,2015,17,0,17
311430,2016,15,0,15
311430,2017,15,0,15
311430,2018,9,0,9
311430,2019,11,0,11
311430,2020,15,0,15
311440,2012,4,0,4
311440,2013,3,0,3
311440,2014,3,0,5
311440,2015,6,0,8
311440,2016,3,0,3
311440,2017,11,0,11
311440,2018,5,0,5
311440,2019,7,0,7
311440,2020,0,1,3
311450,2012,3,0,7
311450,2013,6,0,6
311450,2014,7,0,7
311450,2015,4,0,4
311450,2016,3,0,3
311450,2017,4,0,4
311450,2018,5,0,5
311450,2019,3,0,3
311450,2020,5,0,5
311455,2012,4,0,4
311455,2014,1,0,1
311455,2015,3,0,3
311455,2016,7,0,7
311455,2017,2,0,2
311455,2018,2,0,2
311455,2019,3,0,3
311455,2020,2,1,3
311460,2015,1,0,1
311460,2016,1,0,1
311460,2017,1,0,1
311460,2018,1,0,1
311460,2019,2,0,2
311460,2020,2,0,2
311470,2012,1,0,1
311470,2013,2,0,2
311470,2018,1,0,1
311470,2019,2,0,2
311480,2012,2,1,4
311480,2013,1,0,1
311480,2014,1,0,1
311480,2015,1,0,1
311480,2016,4,0,4
311480,2020,1,0,1
311490,2012,2,0,2
311490,2014,1,0,1
311490,2016,1,0,1
311490,2017,1,0,1
311490,2018,1,0,1
311500,2017,2,0,3
311500,2019,1,0,1
311500,2020,2,0,2
311510,2012,6,0,6
311510,2013,9,0,9
311510,2014,5,0,5
311510,2015,6,0,6
311510,2016,2,0,2
311510,2017,1,0,1
311510,2018,7,0,7
311510,2019,6,0,6
311510,2020,3,0,3
311520,2012,1,0,1
311520,2014,0,0,1
311520,2015,1,0,1
311520,2016,1,0,1
311520,2017,3,0,3
311520,2018,1,0,1
311520,2019,1,0,1
311520,2020,3,0,3
311530,2012,31,0,31
311530,2013,18,0,18
311530,2014,17,0,17
311530,2015,19,0,19
311530,2016,32,0,32
311530,2017,12,0,12
311530,2018,24,0,24
311530,2019,30,0,30
311530,2020,27,0,29
311535,2013,1,0,1
311535,2015,4,0,4
311535,2016,3,0,3
311535,2017,1,0,1
311535,2019,2,0,2
311535,2020,1,0,1
311540,2013,1,0,1
311540,2015,1,0,1
311540,2016,1,0,1
311540,2020,2,0,2
311545,2012,5,0,5
311545,2013,1,0,1
311545,2014,5,0,5
311545,2015,6,0,6
311545,2016,10,0,10
311545,2017,10,0,10
311545,2018,2,0,2
311545,2019,3,0,3
311545,2020,1,0,1
311547,2012,4,0,4
311547,2013,4,0,4
311547,2014,4,0,4
311547,2015,2,0,2
311547,2016,1,0,1
311547,2017,2,0,2
311547,2018,4,0,4
311547,2019,1,0,1
311547,2020,1,0,1
311550,2012,4,0,4
311550,2013,8,0,8
311550,2014,5,0,5
311550,2015,5,0,5
311550,2016,7,0,7
311550,2017,6,0,6
311550,2018,7,0,7
311550,2019,5,0,5
311550,2020,10,0,10
311560,2012,1,0,1
311560,2018,1,0,1
311570,2012,4,0,4
311570,2013,3,0,3
311570,2014,3,0,3
311570,2015,4,0,4
311570,2016,1,0,3
311570,2017,4,0,4
311570,2018,3,0,3
311570,2019,5,0,5
311570,2020,0,1,1
311580,2012,6,0,6
311580,2013,4,0,4
311580,2014,5,0,5
311580,2015,6,0,6
311580,2017,3,0,3
311580,2018,3,0,3
311580,2019,3,0,5
311580,2020,4,0,4
311590,2012,0,1,1
311590,2013,0,0,1
311590,2014,0,0,1
311590,2015,0,0,3
311590,2016,1,0,2
311590,2017,0,0,1
311590,2018,0,0,1
311590,2019,0,0,1
311600,2012,2,0,2
311600,2013,2,0,2
311600,2014,4,0,4
311600,2015,1,1,2
311600,2016,2,0,2
311600,2017,2,0,2
311600,2020,1,0,2
311610,2012,2,0,2
311610,2013,7,0,7
311610,2014,4,0,4
311610,2015,3,0,3
311610,2016,3,0,3
311610,2017,2,0,2
311610,2018,2,0,2
311610,2019,3,0,3
311610,2020,2,0,2
311615,2012,2,0,2
311615,2013,2,0,2
311615,2014,5,0,5
311615,2016,3,0,3
311615,2017,4,0,4
311615,2018,1,0,1
311615,2019,3,0,3
311615,2020,2,0,2
311620,2012,2,0,2
311620,2013,1,0,1
311620,2014,4,0,5
311620,2015,0,1,1
311620,2017,1,0,1
311620,2019,0,0,1
311620,2020,0,0,1
311630,2012,3,0,3
311630,2013,2,0,2
311630,2015,5,0,5
311630,2016,5,0,5
311630,2017,2,0,2
311630,2018,1,0,1
311630,2020,1,0,1
311640,2013,1,0,2
311640,2014,1,0,1
311640,2016,0,0,1
311640,2018,1,0,1
311640,2019,1,0,1
311640,2020,1,0,1
311650,2012,1,0,1
311650,2013,2,0,2
311650,2014,1,0,1
311650,2015,3,0,3
311650,2016,6,0,6
311650,2017,4,0,4
311650,2018,3,0,3
311650,2019,3,0,3
311650,2020,2,0,2
311660,2012,5,0,5
311660,2013,12,0,13
311660,2014,9,0,9
311660,2015,11,0,11
311660,2016,7,0,7
311660,2017,10,0,10
311660,2018,9,0,9
311660,2019,4,0,4
311660,2020,5,0,5
311670,2012,1,0,1
311670,2013,3,0,3
311670,2014,3,0,3
311670,2015,2,0,2
311670,2016,3,0,3
311670,2017,1,0,1
311670,2018,3,0,3
311670,2019,6,0,6
311670,2020,5,0,5
311680,2012,2,0,2
311680,2013,1,0,1
311680,2014,7,0,7
311680,2015,2,0,2
311680,2016,2,0,2
311680,2017,4,0,4
311680,2018,2,0,2
311680,2019,4,0,5
311680,2020,3,0,6
311690,2012,1,0,1
311690,2013,1,0,1
311690,2014,1,0,1
311690,2015,2,0,2
311690,2017,1,0,1
311690,2018,1,0,1
311690,2019,0,0,1
311700,2013,3,0,3
311700,2016,4,0,4
311700,2018,1,0,1
311700,2020,2,0,2
311710,2013,1,0,1
311710,2014,5,0,5
311710,2015,4,0,4
311710,2016,1,0,1
311710,2017,2,0,2
311710,2018,2,0,2
311710,2019,6,0,6
311710,2020,3,0,3
311720,2012,1,0,1
311720,2014,2,0,2
311720,2015,1,0,1
311720,2019,1,0,1
311730,2012,10,0,10
311730,2013,8,0,8
311730,2014,9,0,9
311730,2015,12,0,12
311730,2016,11,0,11
311730,2017,7,0,7
311730,2018,6,0,6
311730,2019,12,0,12
311730,2020,14,0,14
311740,2012,6,0,6
311740,2014,2,0,2
311740,2017,1,0,1
311740,2019,2,0,2
311740,2020,3,0,3
311750,2012,1,0,4
311750,2013,0,0,5
311750,2014,2,0,3
311750,2015,5,0,5
311750,2016,6,0,6
311750,2017,6,0,7
311750,2018,6,0,6
311750,2019,9,0,9
311750,2020,7,0,7
311760,2012,1,0,1
311760,2013,2,0,2
311760,2014,3,0,3
311760,2015,3,0,3
311760,2016,2,0,2
311760,2017,2,0,2
311760,2018,1,0,1
311760,2019,2,0,2
311760,2020,2,0,2
311770,2012,7,0,7
311770,2013,8,0,9
311770,2014,7,0,7
311770,2015,5,0,5
311770,2016,5,0,5
311770,2017,5,0,5
311770,2018,1,0,1
311770,2019,3,0,3
311770,2020,5,0,5
311780,2012,2,0,2
311780,2013,3,0,3
311780,2014,1,0,1
311780,2016,6,0,6
311780,2017,2,0,2
311780,2018,5,0,5
311780,2019,2,0,2
311780,2020,7,0,7
311783,2012,2,0,2
311783,2015,2,0,2
311783,2016,1,0,1
311783,2018,3,0,3
311783,2019,3,0,3
311787,2012,2,0,2
311787,2014,3,0,3
311787,2015,3,0,4
311787,2016,3,0,4
311787,2017,0,0,2
311787,2019,0,0,2
311787,2020,0,0,1
311790,2012,2,0,2
311790,2013,1,0,1
311790,2014,3,0,3
311790,2015,2,0,2
311790,2016,3,0,3
311790,2017,1,0,1
311790,2018,4,0,4
311790,2019,5,0,7
311790,2020,1,0,2
311800,2012,18,0,18
311800,2013,11,0,12
311800,2014,18,0,18
311800,2015,21,0,21
311800,2016,16,0,16
311800,2017,20,0,20
311800,2018,15,0,15
311800,2019,12,0,12
311800,2020,15,0,15
311810,2012,1,0,1
311810,2013,5,0,5
311810,2014,1,0,1
311810,2015,0,0,1
311810,2017,1,0,3
311810,2018,3,0,3
311810,2019,2,0,2
311810,2020,2,0,2
311820,2012,2,0,2
311820,2014,1,0,1
311820,2015,2,0,2
311820,2016,1,0,1
311820,2017,2,0,2
311820,2018,2,0,2
311820,2019,1,0,1
311820,2020,3,0,3
311830,2012,33,0,33
311830,2013,37,0,37
311830,2014,35,0,35
311830,2015,46,0,46
311830,2016,43,0,43
311830,2017,35,0,35
311830,2018,49,0,49
311830,2019,29,0,30
311830,2020,43,0,43
311840,2012,8,0,8
311840,2013,14,0,14
311840,2014,6,0,6
311840,2015,5,0,5
311840,2016,3,0,3
311840,2017,8,0,8
311840,2018,4,0,4
311840,2019,3,0,3
311840,2020,5,0,5
311850,2016,1,0,1
311850,2018,1,0,1
311850,2020,1,0,1
311860,2012,199,0,199
311860,2013,180,7,202
311860,2014,198,0,198
311860,2015,216,0,217
311860,2016,207,0,207
311860,2017,168,0,168
311860,2018,175,0,175
311860,2019,168,0,168
311860,2020,208,0,208
311870,2012,3,0,4
311870,2013,4,0,4
311870,2014,2,0,2
311870,2015,2,0,2
311870,2016,4,0,4
311870,2017,1,0,1
311870,2018,4,0,4
311870,2019,3,0,3
311870,2020,2,0,2
311880,2012,7,0,7
311880,2013,4,0,5
311880,2014,11,0,11
311880,2015,8,0,8
311880,2016,4,0,4
311880,2017,4,0,4
311880,2018,5,0,5
311880,2019,10,0,10
311880,2020,9,0,11
311890,2012,2,0,2
311890,2013,1,0,1
311890,2014,2,0,2
311890,2015,1,0,1
311890,2016,2,0,2
311890,2017,2,0,2
