"CD_MUNICIPIO_BENEFICIARIO","ano","ans_30_a_39","ans_40_a_49","ans_menor_30","ans_total"
351630,2018,15,6,15,36
351630,2019,11,4,5,20
351630,2020,11,1,7,19
351630,2021,12,4,7,23
351630,2022,8,2,11,21
351640,2015,6,1,9,16
351640,2016,9,1,11,21
351640,2017,28,0,15,43
351640,2018,11,4,8,23
351640,2019,12,2,7,21
351640,2020,10,0,4,14
351640,2021,10,4,10,24
351640,2022,2,2,10,14
351660,2016,1,0,0,1
351670,2015,1,0,0,1
351670,2017,1,1,2,4
351670,2018,2,1,1,4
351670,2019,3,0,0,3
351670,2020,4,0,0,4
351670,2021,1,0,1,2
351670,2022,1,0,0,1
351680,2015,1,0,0,1
351680,2016,1,0,0,1
351680,2018,1,0,0,1
351680,2019,1,0,0,1
351680,2021,0,0,1,1
351685,2017,2,0,0,2
351685,2018,1,0,0,1
351685,2019,1,0,0,1
351685,2022,0,1,0,1
351690,2019,0,0,1,1
351690,2021,1,0,1,2
351700,2015,1,0,1,2
351700,2016,1,0,0,1
351700,2017,0,1,0,1
351700,2019,1,0,0,1
351700,2021,1,0,0,1
351700,2022,1,0,0,1
351720,2015,0,0,2,2
351720,2017,0,1,0,1
351720,2020,1,1,0,2
351720,2021,1,0,0,1
351730,2017,1,0,0,1
351730,2018,3,0,0,3
351730,2020,0,1,0,1
351740,2015,12,1,7,20
351740,2016,9,1,12,22
351740,2017,12,1,14,27
351740,2018,6,0,5,11
351740,2019,1,0,7,8
351740,2020,8,1,2,11
351740,2021,4,1,1,6
351740,2022,2,0,0,2
351750,2015,2,0,0,2
351750,2016,0,1,0,1
351750,2017,3,0,2,5
351750,2018,1,0,0,1
351750,2019,1,1,1,3
351750,2021,1,0,0,1
351760,2018,1,0,0,1
351770,2015,1,1,1,3
351770,2016,2,0,2,4
351770,2017,4,0,2,6
351770,2018,0,4,1,5
351770,2019,1,0,3,4
351770,2020,2,0,0,2
351770,2021,1,0,1,2
351770,2022,3,1,1,5
351780,2016,1,0,0,1
351790,2015,1,0,1,2
351790,2016,0,0,2,2
351790,2018,2,0,0,2
351790,2019,1,0,0,1
351790,2020,0,0,1,1
351790,2021,1,0,0,1
351790,2022,0,1,1,2
351800,2017,1,0,0,1
351800,2018,0,1,0,1
351810,2016,2,0,0,2
351820,2015,2,0,0,2
351820,2016,2,0,0,2
351820,2017,2,0,0,2
351820,2018,3,1,0,4
351820,2019,3,0,1,4
351820,2020,5,2,0,7
351820,2022,1,0,0,1
351830,2015,2,0,2,4
351830,2016,1,1,2,4
351830,2017,1,0,2,3
351830,2018,4,1,1,6
351830,2019,1,0,0,1
351830,2020,2,0,1,3
351830,2022,2,0,1,3
351840,2015,10,4,3,17
351840,2016,7,0,4,11
351840,2017,6,1,8,15
351840,2018,9,2,4,15
351840,2019,10,1,4,15
351840,2020,4,3,1,8
351840,2021,11,2,5,18
351840,2022,4,1,5,10
351850,2021,1,0,0,1
351860,2015,0,1,3,4
351860,2016,4,1,4,9
351860,2017,3,1,4,8
351860,2018,4,0,1,5
351860,2019,2,1,5,8
351860,2020,0,0,1,1
351860,2021,3,1,2,6
351860,2022,7,0,3,10
351870,2015,14,5,12,31
351870,2016,18,3,17,38
351870,2017,35,8,20,63
351870,2018,27,7,13,47
351870,2019,30,8,27,65
351870,2020,24,9,23,56
351870,2021,26,10,26,62
351870,2022,29,6,20,55
351880,2015,134,21,92,247
351880,2016,183,45,121,349
351880,2017,178,43,116,337
351880,2018,182,32,93,307
351880,2019,146,49,119,314
351880,2020,124,25,78,227
351880,2021,148,37,97,282
351880,2022,134,41,96,271
351885,2016,0,1,0,1
351885,2017,1,0,0,1
351885,2018,2,0,0,2
351885,2020,0,1,0,1
351900,2015,1,0,0,1
351900,2016,4,0,0,4
351900,2017,1,0,0,1
351900,2018,3,0,0,3
351900,2019,0,0,2,2
351900,2021,2,1,0,3
351905,2015,4,0,0,4
351905,2016,0,0,1,1
351905,2017,1,0,0,1
351905,2018,2,0,0,2
351905,2019,1,0,0,1
351905,2020,5,0,0,5
351905,2021,1,0,0,1
351907,2015,17,3,16,36
351907,2016,14,3,9,26
351907,2017,29,6,19,54
351907,2018,22,3,25,50
351907,2019,22,6,15,43
351907,2020,20,8,6,34
351907,2021,18,5,7,30
351907,2022,13,1,15,29
351910,2015,2,0,0,2
351910,2016,0,0,1,1
351910,2017,1,0,0,1
351910,2019,0,0,1,1
351910,2020,0,0,1,1
351910,2021,0,1,0,1
351920,2019,1,0,0,1
351925,2016,1,0,1,2
351925,2017,1,0,0,1
351930,2015,2,1,2,5
351930,2016,5,0,0,5
351930,2017,3,0,2,5
351930,2018,5,0,2,7
351930,2019,2,1,3,6
351930,2020,2,0,3,5
351930,2021,1,0,2,3
351930,2022,2,0,1,3
351940,2017,1,0,0,1
351940,2018,4,0,0,4
351940,2019,1,2,0,3
351940,2022,1,0,1,2
351950,2021,1,0,0,1
351950,2022,1,0,0,1
351960,2015,7,3,4,14
351960,2016,6,1,4,11
351960,2017,15,1,1,17
351960,2018,7,1,6,14
351960,2019,5,1,1,7
351960,2020,3,3,4,10
351960,2021,7,2,4,13
351960,2022,2,2,4,8
351970,2015,3,2,0,5
351970,2016,2,0,3,5
351970,2017,2,2,3,7
351970,2018,5,0,3,8
351970,2019,6,2,1,9
351970,2020,4,0,1,5
351970,2021,4,2,0,6
351970,2022,2,1,0,3
351980,2015,1,0,0,1
351980,2016,0,0,1,1
351980,2018,0,0,1,1
351980,2019,0,0,1,1
351980,2021,0,0,2,2
351980,2022,1,0,1,2
351990,2016,0,0,1,1
351990,2022,1,0,0,1
352000,2015,1,0,2,3
352000,2018,3,0,1,4
352000,2019,1,0,0,1
352000,2020,4,0,0,4
352000,2021,0,1,3,4
352000,2022,0,0,2,2
352010,2015,0,0,1,1
352010,2016,2,0,6,8
352010,2017,3,1,2,6
352010,2018,5,0,2,7
352010,2019,2,0,5,7
352010,2020,2,0,4,6
352010,2021,3,0,1,4
352010,2022,1,2,1,4
352020,2015,2,0,0,2
352020,2017,2,0,0,2
352020,2018,1,0,0,1
352020,2019,1,0,1,2
352020,2021,2,0,0,2
352030,2016,0,0,1,1
352030,2020,2,0,1,3
352030,2021,1,3,0,4
352040,2015,3,0,0,3
352040,2016,2,0,0,2
352040,2017,2,0,0,2
352040,2019,1,0,0,1
352040,2020,0,1,0,1
352044,2015,1,0,3,4
352044,2016,3,0,0,3
352044,2017,5,0,1,6
352044,2018,1,0,0,1
352044,2019,2,2,0,4
352044,2020,1,0,1,2
352044,2021,1,1,0,2
352044,2022,0,1,0,1
352050,2015,37,2,36,75
352050,2016,28,7,28,63
352050,2017,51,9,38,98
352050,2018,51,14,24,89
352050,2019,37,12,28,77
352050,2020,42,19,17,78
352050,2021,42,4,21,67
352050,2022,35,12,18,65
352060,2017,1,0,1,2
352060,2022,0,1,0,1
352070,2018,0,0,2,2
352080,2021,2,0,0,2
352090,2016,0,0,1,1
352090,2018,0,0,1,1
352090,2019,2,0,1,3
352090,2022,1,0,2,3
352100,2016,1,0,3,4
352100,2017,1,1,2,4
352100,2018,3,1,2,6
352100,2019,2,0,4,6
352100,2020,1,0,1,2
352100,2021,4,0,1,5
352100,2022,1,0,0,1
352110,2015,1,0,0,1
352110,2016,2,0,0,2
352110,2017,1,0,0,1
352110,2018,1,0,0,1
352110,2021,1,0,0,1
352110,2022,1,0,0,1
352115,2015,0,0,1,1
352130,2015,0,0,2,2
352130,2016,2,0,5,7
352130,2017,0,1,2,3
352130,2018,0,2,1,3
352130,2019,2,0,0,2
352130,2020,0,1,0,1
352130,2021,1,0,0,1
352130,2022,2,0,1,3
352140,2016,0,0,2,2
352140,2017,5,0,1,6
352140,2018,3,1,1,5
352140,2019,2,0,1,3
352140,2020,4,0,2,6
352140,2021,5,1,2,8
352140,2022,3,2,0,5
352150,2016,0,0,1,1
352150,2017,0,0,1,1
352150,2018,1,0,0,1
352150,2019,1,1,0,2
352150,2020,0,0,2,2
352150,2022,1,0,0,1
352160,2016,0,0,2,2
352160,2017,1,0,2,3
352160,2019,1,0,0,1
352160,2022,1,0,0,1
352180,2017,0,1,0,1
352180,2022,1,0,0,1
352190,2018,1,0,2,3
352190,2021,1,0,1,2
352190,2022,1,0,0,1
352200,2016,1,0,0,1
352210,2015,2,0,0,2
352210,2016,2,0,1,3
352210,2017,2,0,2,4
352210,2018,6,0,2,8
352210,2019,1,0,3,4
352210,2020,1,4,3,8
352210,2021,3,0,2,5
352210,2022,6,2,1,9
352220,2015,12,1,10,23
352220,2016,5,2,10,17
352220,2017,24,5,5,34
352220,2018,7,1,4,12
352220,2019,6,5,11,22
352220,2020,8,0,4,12
352220,2021,4,1,6,11
352220,2022,6,0,6,12
352230,2015,2,1,0,3
352230,2016,3,2,4,9
352230,2017,8,3,2,13
352230,2018,8,2,1,11
352230,2019,12,4,9,25
352230,2020,12,2,7,21
352230,2021,13,2,8,23
352230,2022,9,3,1,13
352240,2015,1,0,3,4
352240,2016,6,1,1,8
352240,2017,3,0,2,5
352240,2018,3,0,1,4
352240,2019,4,1,1,6
352240,2020,4,2,0,6
352240,2021,0,0,1,1
352240,2022,3,0,3,6
352250,2015,16,6,19,41
352250,2016,22,2,19,43
352250,2017,25,4,11,40
352250,2018,14,7,11,32
352250,2019,15,6,11,32
352250,2020,20,4,10,34
352250,2021,15,6,9,30
352250,2022,15,1,7,23
352260,2015,1,0,1,2
352260,2016,2,0,2,4
352260,2017,2,0,1,3
352260,2018,10,2,6,18
352260,2019,6,2,4,12
352260,2020,2,2,1,5
352260,2021,8,0,1,9
352260,2022,6,3,9,18
352270,2015,1,0,3,4
352270,2016,3,0,0,3
352270,2017,6,0,2,8
352270,2018,2,0,2,4
352270,2019,1,3,2,6
352270,2020,3,2,1,6
352270,2021,5,0,1,6
352270,2022,3,1,3,7
352280,2018,0,0,1,1
352290,2016,1,1,0,2
352290,2018,2,0,0,2
352290,2022,1,0,0,1
352310,2015,17,4,17,38
352310,2016,22,9,29,60
352310,2017,30,8,20,58
352310,2018,29,7,20,56
352310,2019,27,5,18,50
352310,2020,17,3,12,32
352310,2021,25,5,23,53
352310,2022,18,5,17,40
352320,2015,0,1,1,2
352320,2016,0,0,1,1
352320,2017,1,0,1,2
352320,2018,2,0,0,2
352320,2019,1,0,1,2
352340,2015,14,1,14,29
352340,2016,19,0,10,29
352340,2017,7,1,8,16
352340,2018,10,1,7,18
352340,2019,18,4,4,26
352340,2020,12,4,6,22
352340,2021,11,2,2,15
352340,2022,6,2,9,17
352350,2015,1,0,1,2
352350,2016,1,0,0,1
352350,2017,0,0,2,2
352350,2018,0,0,2,2
352350,2020,1,2,0,3
352350,2021,2,0,2,4
352350,2022,2,0,1,3
352360,2015,1,0,0,1
352360,2017,0,0,2,2
352360,2020,3,0,0,3
352360,2021,0,0,1,1
352360,2022,0,1,0,1
352370,2018,0,0,1,1
352370,2019,1,0,0,1
352370,2021,0,0,1,1
352370,2022,1,0,0,1
352380,2019,1,0,2,3
352380,2020,1,0,0,1
352380,2022,0,0,1,1
352390,2015,25,3,14,42
352390,2016,33,6,19,58
352390,2017,29,5,21,55
352390,2018,29,4,18,51
352390,2019,32,14,22,68
352390,2020,23,4,11,38
352390,2021,19,4,9,32
352390,2022,19,3,7,29
352400,2015,6,1,6,13
352400,2016,9,2,8,19
352400,2017,7,1,8,16
352400,2018,10,7,12,29
352400,2019,14,4,7,25
352400,2020,11,4,7,22
352400,2021,7,0,8,15
352400,2022,8,3,5,16
352410,2015,2,0,1,3
352410,2016,8,0,1,9
352410,2017,7,3,7,17
352410,2018,3,2,5,10
352410,2019,7,0,4,11
352410,2020,5,1,4,10
352410,2021,3,1,3,7
352410,2022,7,4,1,12
352420,2016,1,0,0,1
352420,2017,1,0,0,1
352430,2015,7,1,0,8
352430,2016,4,1,4,9
352430,2017,7,4,4,15
352430,2018,8,1,4,13
352430,2019,5,1,2,8
352430,2020,2,2,1,5
352430,2021,5,4,1,10
352430,2022,7,0,4,11
352440,2015,30,5,20,55
352440,2016,34,10,26,70
352440,2017,38,1,17,56
352440,2018,27,4,18,49
352440,2019,19,7,14,40
352440,2020,11,3,5,19
352440,2021,36,3,10,49
352440,2022,27,5,18,50
352450,2018,0,0,1,1
352450,2020,4,0,0,4
352450,2022,1,0,0,1
352460,2016,0,0,1,1
352460,2017,0,0,1,1
352460,2018,3,0,0,3
352460,2020,3,0,0,3
352460,2021,2,0,1,3
352460,2022,1,0,0,1
352470,2015,6,1,1,8
352470,2016,3,3,4,10
352470,2017,3,4,1,8
352470,2018,4,1,4,9
352470,2019,10,1,1,12
352470,2020,0,0,2,2
352470,2021,6,3,2,11
352470,2022,4,0,2,6
352480,2015,5,1,5,11
352480,2016,3,0,4,7
352480,2017,11,1,2,14
352480,2018,5,1,1,7
352480,2019,5,3,3,11
352480,2020,6,1,7,14
352480,2021,9,1,4,14
352480,2022,11,5,3,19
352490,2015,0,0,1,1
352490,2016,0,0,2,2
352490,2017,1,0,1,2
352490,2018,1,1,0,2
352490,2019,1,0,0,1
352490,2020,1,0,0,1
352490,2021,1,0,0,1
352490,2022,1,0,1,2
352500,2015,12,0,2,14
352500,2016,11,1,12,24
352500,2017,8,3,4,15
352500,2018,11,1,4,16
352500,2019,6,3,2,11
352500,2020,9,3,3,15
352500,2021,7,2,6,15
352500,2022,8,0,8,16
352510,2015,1,0,4,5
352510,2016,2,1,4,7
352510,2017,6,0,4,10
352510,2018,6,1,1,8
352510,2019,8,1,3,12
352510,2020,2,1,0,3
352510,2021,1,0,0,1
352510,2022,2,0,2,4
352520,2015,2,3,2,7
352520,2016,2,1,1,4
352520,2017,1,0,3,4
352520,2018,2,1,4,7
352520,2019,3,0,2,5
352520,2020,1,0,0,1
352520,2021,4,0,2,6
352520,2022,2,2,2,6
352530,2015,13,2,6,21
352530,2016,11,0,6,17
352530,2017,7,0,1,8
352530,2018,10,2,1,13
352530,2019,5,1,2,8
352530,2020,6,2,2,10
352530,2021,13,1,0,14
352530,2022,3,1,7,11
352540,2017,0,0,1,1
352540,2019,0,0,2,2
352550,2015,1,0,2,3
352550,2016,1,0,0,1
352550,2017,2,0,0,2
352550,2019,1,0,0,1
352560,2017,1,0,0,1
352560,2021,0,1,0,1
352570,2015,3,1,3,7
352570,2016,6,1,5,12
352570,2017,5,0,6,11
352570,2018,2,0,3,5
352570,2019,1,1,2,4
352570,2020,4,0,2,6
352570,2021,0,1,0,1
352580,2020,0,0,1,1
352585,2016,2,0,1,3
352585,2017,1,0,0,1
352585,2018,1,0,0,1
352585,2021,0,0,1,1
352590,2015,63,14,43,120
352590,2016,74,16,38,128
352590,2017,77,18,41,136
352590,2018,82,12,41,135
352590,2019,75,18,41,134
352590,2020,64,16,30,110
352590,2021,63,24,26,113
352590,2022,49,6,22,77
352600,2016,1,0,2,3
352600,2017,2,0,1,3
352600,2018,1,0,2,3
352600,2019,0,1,0,1
352600,2020,3,0,0,3
352600,2021,1,0,0,1
352610,2015,0,0,1,1
352610,2016,0,0,1,1
352610,2017,1,0,0,1
352610,2018,1,0,1,2
352610,2019,1,0,0,1
352620,2016,1,0,0,1
352620,2020,0,0,1,1
352620,2022,0,0,2,2
352630,2018,0,0,1,1
352630,2022,0,0,1,1
352640,2015,2,0,2,4
352640,2016,1,0,3,4
352640,2017,0,1,2,3
352640,2018,2,3,3,8
352640,2019,1,0,0,1
352640,2020,4,0,1,5
352640,2021,0,1,1,2
352640,2022,2,1,2,5
352650,2022,1,0,0,1
352660,2022,0,0,1,1
352670,2015,6,1,6,13
352670,2016,3,0,4,7
352670,2017,9,0,3,12
352670,2018,21,2,8,31
352670,2019,14,3,5,22
352670,2020,15,4,7,26
352670,2021,9,5,4,18
352670,2022,9,4,3,16
352680,2015,7,2,0,9
352680,2016,6,2,4,12
352680,2017,11,2,2,15
352680,2018,6,1,4,11
352680,2019,6,1,6,13
352680,2020,7,1,1,9
352680,2021,11,3,2,16
352680,2022,4,0,7,11
352690,2015,34,4,21,59
352690,2016,8,7,4,19
352690,2017,40,5,24,69
352690,2018,35,5,27,67
352690,2019,39,4,19,62
352690,2020,27,11,12,50
352690,2021,21,4,14,39
352690,2022,26,6,10,42
352700,2021,1,0,0,1
352710,2015,5,0,3,8
352710,2016,8,2,2,12
352710,2017,4,1,0,5
352710,2018,9,4,4,17
352710,2019,5,4,2,11
352710,2020,5,5,3,13
352710,2021,3,4,8,15
352710,2022,15,4,3,22
352720,2015,7,1,3,11
352720,2016,5,0,3,8
352720,2017,3,1,4,8
352720,2018,1,0,3,4
352720,2019,9,0,1,10
352720,2020,7,0,2,9
352720,2021,6,1,4,11
352720,2022,2,0,6,8
352730,2015,7,0,2,9
352730,2016,4,1,2,7
352730,2017,7,1,3,11
352730,2018,8,0,7,15
352730,2019,5,0,6,11
352730,2020,2,1,5,8
352730,2021,3,0,2,5
352730,2022,4,0,2,6
352740,2015,1,0,0,1
352740,2018,1,1,0,2
352740,2022,2,0,0,2
352750,2015,1,0,1,2
352750,2020,0,1,0,1
352760,2015,0,0,1,1
352760,2016,1,0,0,1
352760,2018,1,0,2,3
352760,2019,1,0,0,1
352760,2020,1,1,1,3
352760,2021,0,1,1,2
352760,2022,1,0,1,2
352780,2017,0,0,1,1
352790,2020,1,0,0,1
352790,2022,0,0,1,1
352800,2017,3,0,0,3
352800,2018,3,1,0,4
352800,2019,2,0,0,2
352800,2020,0,1,2,3
352800,2021,0,1,2,3
352800,2022,3,0,1,4
352810,2015,1,0,2,3
352810,2016,0,0,1,1
352810,2017,0,0,1,1
352810,2018,0,1,0,1
352810,2019,1,0,2,3
352810,2020,0,0,1,1
352810,2021,0,0,1,1
352810,2022,0,0,1,1
352820,2015,1,0,0,1
352840,2015,7,3,4,14
352840,2016,6,3,6,15
352840,2017,1,1,5,7
352840,2018,7,2,5,14
352840,2019,5,0,5,10
352840,2020,3,0,6,9
352840,2021,7,3,3,13
352840,2022,6,4,5,15
352850,2015,5,3,0,8
352850,2016,16,1,1,18
352850,2017,12,6,5,23
352850,2018,6,3,3,12
352850,2019,4,1,1,6
352850,2020,7,0,2,9
352850,2021,4,0,2,6
352850,2022,5,2,5,12
352870,2019,0,1,0,1
352880,2017,1,0,0,1
352880,2018,2,1,0,3
352880,2019,1,1,0,2
352880,2020,1,0,1,2
352880,2021,1,0,0,1
352885,2018,1,0,0,1
352900,2015,6,2,2,10
352900,2016,15,2,8,25
352900,2017,27,6,11,44
352900,2018,33,12,15,60
352900,2019,26,11,12,49
352900,2020,27,6,6,39
352900,2021,23,6,12,41
352900,2022,28,3,9,40
352910,2016,0,0,1,1
352910,2018,0,0,1,1
352920,2016,1,0,1,2
352920,2017,1,0,1,2
352920,2022,2,1,0,3
352930,2015,10,0,14,24
352930,2016,13,1,12,26
352930,2017,10,2,5,17
352930,2018,9,4,6,19
352930,2019,11,0,4,15
352930,2020,17,2,7,26
352930,2021,7,1,10,18
352930,2022,16,4,5,25
352940,2015,24,7,16,47
352940,2016,36,9,41,86
352940,2017,58,15,26,99
352940,2018,40,6,34,80
352940,2019,49,5,26,80
352940,2020,51,16,35,102
352940,2021,45,13,39,97
352940,2022,30,8,23,61
352950,2017,1,1,0,2
352950,2018,1,0,0,1
352950,2019,0,0,4,4
352950,2021,0,0,1,1
352950,2022,0,0,1,1
352960,2015,0,1,1,2
352960,2017,1,0,0,1
352960,2018,0,0,1,1
352960,2019,2,0,0,2
352960,2020,1,0,0,1
352960,2022,1,0,0,1
352965,2017,1,0,0,1
352965,2018,1,0,0,1
352965,2019,1,0,0,1
352970,2015,2,0,1,3
352970,2016,2,0,0,2
352970,2017,4,0,2,6
352970,2018,0,0,1,1
352970,2019,1,0,2,3
352970,2020,1,0,4,5
352970,2021,0,2,2,4
352970,2022,1,0,1,2
352980,2016,4,0,0,4
352990,2015,2,0,0,2
352990,2016,1,0,0,1
352990,2018,0,0,1,1
353000,2016,0,0,1,1
353010,2016,1,0,0,1
353010,2017,3,0,0,3
353010,2018,0,0,2,2
353010,2019,0,0,1,1
353010,2020,2,0,0,2
353020,2015,0,0,1,1
353020,2016,0,0,4,4
353020,2017,1,0,3,4
353020,2018,0,0,2,2
353020,2019,1,0,3,4
353020,2020,0,1,0,1
353020,2021,1,0,0,1
353020,2022,3,0,1,4
353030,2015,4,2,2,8
353030,2016,11,2,4,17
353030,2017,6,0,4,10
353030,2018,6,3,2,11
353030,2019,10,2,1,13
353030,2020,5,2,4,11
353030,2021,3,3,2,8
353030,2022,6,2,0,8
353050,2015,1,1,1,3
353050,2016,6,2,6,14
353050,2017,4,1,5,10
353050,2018,12,0,2,14
353050,2019,7,3,3,13
353050,2020,6,2,3,11
353050,2021,3,1,1,5
353050,2022,5,2,0,7
353060,2015,35,8,23,66
353060,2016,39,11,23,73
353060,2017,37,14,19,70
353060,2018,39,10,20,69
353060,2019,43,12,23,78
353060,2020,20,5,12,37
353060,2021,36,11,15,62
353060,2022,31,2,16,49
353070,2015,14,3,17,34
353070,2016,16,2,11,29
353070,2017,15,3,13,31
353070,2018,24,8,12,44
353070,2019,30,5,12,47
353070,2020,21,11,14,46
353070,2021,21,5,16,42
353070,2022,30,7,11,48
353080,2015,2,3,1,6
353080,2016,8,2,3,13
353080,2017,7,1,3,11
353080,2018,10,2,5,17
353080,2019,12,4,7,23
353080,2020,14,6,8,28
353080,2021,13,2,4,19
353080,2022,12,3,5,20
353090,2015,1,0,0,1
353090,2016,1,0,0,1
353090,2017,1,0,0,1
353090,2018,1,0,0,1
353090,2021,0,0,1,1
353090,2022,0,0,1,1
353100,2021,0,0,1,1
353110,2015,2,0,1,3
353110,2016,1,1,0,2
353110,2017,1,0,1,2
353110,2018,1,1,1,3
353110,2019,2,0,0,2
353110,2020,2,1,0,3
353110,2021,4,0,3,7
353110,2022,2,0,2,4
353120,2015,0,0,1,1
353120,2019,1,0,0,1
353120,2020,1,0,0,1
353130,2015,6,0,3,9
353130,2016,1,0,0,1
353130,2017,2,2,1,5
353130,2018,2,2,0,4
353130,2019,2,0,4,6
353130,2020,4,1,1,6
353130,2021,4,1,2,7
353130,2022,5,0,1,6
353140,2015,0,1,4,5
353140,2016,2,0,0,2
353140,2017,3,0,5,8
353140,2018,1,0,2,3
353140,2019,2,0,1,3
353140,2020,2,0,1,3
353140,2021,0,0,1,1
353140,2022,3,0,0,3
353150,2016,4,0,0,4
353150,2017,1,0,1,2
353150,2019,1,0,0,1
353150,2020,3,0,2,5
353150,2021,3,0,0,3
353150,2022,2,0,0,2
353160,2017,1,0,0,1
353170,2018,0,0,1,1
353170,2022,0,1,0,1
353180,2015,3,0,0,3
353180,2016,1,0,2,3
353180,2017,4,1,3,8
353180,2018,5,1,5,11
353180,2019,6,0,3,9
353180,2020,3,1,0,4
353180,2021,5,2,3,10
353180,2022,4,0,1,5
353190,2016,0,0,2,2
353190,2017,4,0,2,6
353190,2018,2,0,0,2
353190,2019,1,0,1,2
353190,2020,0,0,2,2
353190,2021,2,1,0,3
353190,2022,3,0,2,5
353200,2015,3,0,1,4
353200,2016,2,1,0,3
353200,2019,1,0,3,4
353200,2021,0,0,1,1
353200,2022,0,1,0,1
353205,2017,1,0,0,1
353210,2015,1,0,0,1
353210,2022,1,0,0,1
353215,2022,1,0,0,1
353220,2020,2,0,1,3
353240,2017,0,0,1,1
353240,2018,1,0,0,1
353240,2020,0,0,1,1
353240,2021,0,0,1,1
353250,2017,1,0,0,1
353250,2018,1,0,1,2
353250,2021,2,0,1,3
353260,2016,2,0,1,3
353260,2017,0,0,1,1
353260,2018,1,0,0,1
353260,2021,1,0,0,1
353270,2016,1,1,0,2
353270,2017,1,0,0,1
353270,2020,1,0,0,1
353270,2021,0,1,0,1
353270,2022,0,0,3,3
353280,2017,0,0,1,1
353280,2018,1,0,0,1
353282,2022,1,0,0,1
353284,2016,1,1,0,2
353284,2021,1,0,0,1
353290,2015,3,0,0,3
353290,2017,0,0,2,2
353290,2018,2,0,1,3
353290,2019,3,1,0,4
353290,2020,0,0,3,3
353290,2021,2,0,0,2
353290,2022,1,0,1,2
353300,2015,0,0,2,2
353300,2016,0,0,1,1
353300,2017,3,1,1,5
353300,2018,1,0,1,2
353300,2019,1,1,0,2
353300,2020,0,0,1,1
353300,2021,2,0,0,2
353300,2022,3,0,0,3
353310,2017,0,0,1,1
353310,2021,1,0,0,1
353320,2015,1,0,0,1
353320,2017,0,0,1,1
353320,2018,1,0,1,2
353320,2019,0,0,1,1
353325,2016,0,0,1,1
353325,2018,1,0,0,1
353325,2020,1,0,0,1
353325,2021,1,0,0,1
353330,2016,0,0,1,1
353330,2018,0,0,1,1
353340,2015,9,3,3,15
353340,2016,7,2,2,11
353340,2017,6,3,7,16
353340,2018,9,3,6,18
353340,2019,3,1,4,8
353340,2020,10,0,3,13
353340,2021,8,0,2,10
353340,2022,7,0,3,10
353350,2015,6,2,9,17
353350,2016,1,2,6,9
353350,2017,1,0,6,7
353350,2018,4,2,2,8
353350,2019,3,2,5,10
353350,2020,2,1,0,3
353350,2021,3,0,3,6
353350,2022,6,0,0,6
353360,2016,1,0,0,1
353360,2017,1,0,0,1
353360,2019,0,0,1,1
353360,2020,1,0,0,1
353360,2021,1,0,0,1
353360,2022,0,0,1,1
353370,2017,0,0,1,1
353390,2015,9,1,8,18
353390,2016,5,2,8,15
353390,2017,10,3,2,15
353390,2018,7,0,4,11
353390,2019,3,0,8,11
353390,2020,2,1,4,7
353390,2021,4,3,2,9
353390,2022,4,3,8,15
353400,2016,1,0,0,1
353410,2018,0,0,1,1
353410,2020,1,0,0,1
353410,2021,0,0,1,1
353420,2015,0,0,2,2
353420,2016,0,0,1,1
353420,2018,1,0,0,1
353420,2020,1,0,0,1
353420,2021,0,1,0,1
353420,2022,0,1,0,1
353430,2015,0,0,1,1
353430,2016,0,0,1,1
353430,2017,1,0,3,4
353430,2018,0,0,1,1
353430,2019,1,0,0,1
353430,2020,2,0,0,2
353430,2021,1,1,0,2
353430,2022,5,0,1,6
353440,2015,85,19,57,161
353440,2016,93,20,43,156
353440,2017,90,8,48,146
353440,2018,86,14,51,151
353440,2019,67,23,47,137
353440,2020,73,22,42,137
353440,2021,54,21,40,115
353440,2022,54,23,34,111
353460,2015,4,0,0,4
353460,2016,3,0,1,4
353460,2017,5,0,1,6
353460,2018,3,0,5,8
353460,2019,3,1,1,5
353460,2021,3,1,1,5
353460,2022,2,0,1,3
353470,2015,1,1,0,2
353470,2016,3,3,1,7
353470,2017,5,0,5,10
353470,2018,4,0,2,6
353470,2019,10,0,4,14
353470,2020,3,1,3,7
353470,2021,7,0,2,9
353470,2022,10,0,0,10
353475,2015,0,0,1,1
353475,2017,1,0,0,1
353475,2018,2,0,1,3
353475,2020,0,1,0,1
353475,2021,2,0,0,2
353475,2022,2,0,0,2
353480,2019,0,1,0,1
353480,2021,1,0,0,1
353480,2022,1,0,0,1
353490,2016,0,1,0,1
353490,2017,0,0,1,1
353490,2020,2,0,0,2
353490,2021,1,0,0,1
353500,2015,1,0,0,1
353500,2017,0,0,1,1
353500,2018,2,0,1,3
353500,2019,1,0,0,1
353500,2020,0,1,0,1
353500,2021,1,0,1,2
353500,2022,0,0,2,2
353510,2015,1,0,0,1
353510,2016,2,0,0,2
353510,2017,0,0,1,1
353510,2018,0,0,1,1
353510,2019,1,0,0,1
353510,2021,0,0,1,1
353510,2022,1,0,0,1
353520,2015,0,0,1,1
353520,2016,1,0,0,1
353520,2017,1,0,0,1
353520,2018,1,0,0,1
353520,2020,3,0,1,4
353520,2021,1,0,0,1
353520,2022,2,0,0,2
353530,2019,1,0,0,1
353530,2021,3,1,0,4
353530,2022,1,0,0,1
353540,2015,1,0,0,1
353540,2016,1,0,0,1
353550,2015,2,1,0,3
353550,2016,0,0,1,1
