"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"C441"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.1 Neoplasia maligna da pele da pálpebra, incluindo o canto"
"C442"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.2 Neoplasia maligna da pele da orelha e do conduto auditivo externo"
"C443"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.3 Neoplasia maligna da pele de outras partes e de partes não especificadas da face"
"C444"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.4 Neoplasia maligna da pele do couro cabeludo e do pescoço"
"C445"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.5 Neoplasia maligna da pele do tronco"
"C446"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.6 Neoplasia maligna da pele do membro superior, incluindo ombro"
"C447"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.7 Neoplasia maligna da pele do membro inferior, incluindo quadril"
"C448"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.8 Neoplasia maligna da pele com lesão invasiva"
"C449"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C44.9 Neoplasia maligna da pele, não especificada"
"C450"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C45.0 Mesotelioma da pleura"
"C451"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C45.1 Mesotelioma do peritônio"
"C452"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C45.2 Mesotelioma do pericárdio"
"C457"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C45.7 Mesotelioma de outras localizações"
"C459"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C45.9 Mesotelioma, não especificado"
"C460"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.0 Sarcoma de Kaposi da pele"
"C461"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.1 Sarcoma de Kaposi de tecidos moles"
"C462"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.2 Sarcoma de Kaposi do palato"
"C463"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.3 Sarcoma de Kaposi dos gânglios linfáticos"
"C467"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.7 Sarcoma de Kaposi de outras localizações"
"C468"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.8 Sarcoma de Kaposi de múltiplos órgãos"
"C469"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C46.9 Sarcoma de Kaposi, não especificado"
"C470"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.0 Neoplasia maligna dos nervos periféricos da cabeça, face e pescoço"
"C471"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.1 Neoplasia maligna dos nervos periféricos dos membros superiores, incluindo ombro"
"C472"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.2 Neoplasia maligna dos nervos periféricos dos membros inferiores, incluindo quadril"
"C473"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.3 Neoplasia maligna dos nervos periféricos do tórax"
"C474"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.4 Neoplasia maligna dos nervos periféricos do abdome"
"C475"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.5 Neoplasia maligna dos nervos periféricos da pelve"
"C476"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.6 Neoplasia maligna dos nervos periféricos do tronco"
"C478"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.8 Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo com lesão invasiva"
"C479"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C47.9 Neoplasia maligna dos nervos periféricos e sistema nervoso autônomo, não especificados"
"C480"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C48.0 Neoplasia maligna do retroperitônio"
"C481"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C48.1 Neoplasia maligna de partes especificadas do peritônio"
"C482"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C48.2 Neoplasia maligna do peritônio"
"C488"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C48.8 Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio com lesão invasiva"
"C490"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.0 Neoplasia maligna do tecido conjuntivo e tecidos moles da cabeça, face e pescoço"
"C491"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.1 Neoplasia maligna do tecido conjuntivo e tecidos moles dos membros superiores, incluindo ombro"
"C492"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.2 Neoplasia maligna do tecido conjuntivo e tecidos moles dos membros inferiores, incluindo quadril"
"C493"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.3 Neoplasia maligna do tecido conjuntivo e tecidos moles do tórax"
"C494"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.4 Neoplasia maligna do tecido conjuntivo e tecidos moles do abdome"
"C495"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.5 Neoplasia maligna do tecido conjuntivo e tecidos moles da pelve"
"C496"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.6 Neoplasia maligna do tecido conjuntivo e tecidos moles do tronco"
"C498"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.8 Neoplasia maligna do tecido conjuntivo e dos tecidos moles com lesão invasiva"
"C499"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C49.9 Neoplasia maligna do tecido conjuntivo e tecidos moles, não especificados"
"C500"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.0 Neoplasia maligna do mamilo e aréola"
"C501"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.1 Neoplasia maligna da porção central da mama"
"C502"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.2 Neoplasia maligna do quadrante superior interno da mama"
"C503"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.3 Neoplasia maligna do quadrante inferior interno da mama"
"C504"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.4 Neoplasia maligna do quadrante superior externo da mama"
"C505"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.5 Neoplasia maligna do quadrante inferior externo da mama"
"C506"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.6 Neoplasia maligna da porção axilar da mama"
"C508"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.8 Neoplasia maligna da mama com lesão invasiva"
"C509"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C50.9 Neoplasia maligna da mama, não especificada"
"C510"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C51.0 Neoplasia maligna dos grandes lábios"
"C511"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C51.1 Neoplasia maligna dos pequenos lábios"
"C512"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C51.2 Neoplasia maligna do clitóris"
"C518"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C51.8 Neoplasia maligna da vulva com lesão invasiva"
"C519"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C51.9 Neoplasia maligna da vulva, não especificada"
"C52"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C52. Neoplasia maligna da vagina"
"C530"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C53.0 Neoplasia maligna do endocérvix"
"C531"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C53.1 Neoplasia maligna do exocérvix"
"C538"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C53.8 Neoplasia maligna do colo do útero com lesão invasiva"
"C539"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C53.9 Neoplasia maligna do colo do útero, não especificado"
"C540"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.0 Neoplasia maligna do istmo do útero"
"C541"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.1 Neoplasia maligna do endométrio"
"C542"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.2 Neoplasia maligna do miométrio"
"C543"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.3 Neoplasia maligna do fundo do útero"
"C548"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.8 Neoplasia maligna do corpo do útero com lesão invasiva"
"C549"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C54.9 Neoplasia maligna do corpo do útero, não especificado"
"C55"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C55. Neoplasia maligna do útero, porção não especificada"
"C56"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C56. Neoplasia maligna do ovário"
"C570"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.0 Neoplasia maligna da trompa de Falópio"
"C571"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.1 Neoplasia maligna do ligamento largo"
"C572"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.2 Neoplasia maligna do ligamento redondo"
"C573"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.3 Neoplasia maligna do paramétrio"
"C574"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.4 Neoplasia maligna dos anexos uterinos"
"C577"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.7 Neoplasia maligna de outras partes especificadas dos órgãos genitais femininos"
"C578"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.8 Neoplasia maligna dos órgãos genitais femininos com lesão invasiva"
"C579"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C57.9 Neoplasia maligna de órgão genital feminino, não especificado"
"C58"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C58. Neoplasia maligna da placenta"
"C600"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C60.0 Neoplasia maligna do prepúcio"
"C601"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C60.1 Neoplasia maligna da glande"
"C602"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C60.2 Neoplasia maligna do corpo do pênis"
"C608"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C60.8 Neoplasia maligna do pênis com lesão invasiva"
"C609"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C60.9 Neoplasia maligna do pênis, não especificado"
"C61"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C61. Neoplasia maligna da próstata"
"C620"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C62.0 Neoplasia maligna do testículo criptorquídico"
"C621"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C62.1 Neoplasia maligna do testículo tópico"
"C629"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C62.9 Neoplasia maligna do testículo, sem outras especificações"
"C630"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.0 Neoplasia maligna do epidídimo"
"C631"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.1 Neoplasia maligna do cordão espermático"
"C632"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.2 Neoplasia maligna do escroto"
"C637"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.7 Neoplasia maligna de outros órgãos genitais masculinos especificados"
"C638"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.8 Neoplasia maligna dos órgãos genitais masculinos com lesão invasiva"
"C639"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C63.9 Neoplasia maligna de órgão genital masculino, não especificado"
"C64"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C64. Neoplasia maligna do rim, exceto pelve renal"
"C65"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C65. Neoplasia maligna da pelve renal"
"C66"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C66. Neoplasia maligna dos ureteres"
"C670"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.0 Neoplasia maligna do trígono da bexiga"
"C671"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.1 Neoplasia maligna da cúpula da bexiga"
"C672"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.2 Neoplasia maligna da parede lateral da bexiga"
"C673"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.3 Neoplasia maligna da parede anterior da bexiga"
"C674"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.4 Neoplasia maligna da parede posterior da bexiga"
"C675"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.5 Neoplasia maligna do colo da bexiga"
"C676"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.6 Neoplasia maligna do orifício uretérico"
"C677"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.7 Neoplasia maligna do úraco"
"C678"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.8 Neoplasia maligna da bexiga com lesão invasiva"
"C679"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C67.9 Neoplasia maligna da bexiga, sem outra especificações"
"C680"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C68.0 Neoplasia maligna da uretra"
"C681"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C68.1 Neoplasia maligna da glândula parauretral"
"C688"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C68.8 Neoplasia maligna dos órgãos urinários com lesão invasiva"
"C689"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C68.9 Neoplasia maligna de órgão urinário, não especificado"
"C690"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.0 Neoplasia maligna da conjuntiva"
"C691"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.1 Neoplasia maligna da córnea"
"C692"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.2 Neoplasia maligna da retina"
"C693"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.3 Neoplasia maligna da coróide"
"C694"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.4 Neoplasia maligna do corpo ciliar"
"C695"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.5 Neoplasia maligna da glândula e canal lacrimal"
"C696"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.6 Neoplasia maligna da órbita"
"C698"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.8 Neoplasia maligna do olho e anexos com lesão invasiva"
"C699"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C69.9 Neoplasia maligna do olho, não especificado"
"C700"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C70.0 Neoplasia maligna das meninges cerebrais"
"C701"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C70.1 Neoplasia maligna das meninges espinhais"
"C709"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C70.9 Neoplasia maligna da meninge, não especificada"
"C710"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.0 Neoplasia maligna do cérebro, exceto lobos e ventrículos"
"C711"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.1 Neoplasia maligna do lobo frontal"
"C712"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.2 Neoplasia maligna do lobo temporal"
"C713"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.3 Neoplasia maligna do lobo parietal"
"C714"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.4 Neoplasia maligna do lobo occipital"
"C715"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.5 Neoplasia maligna do ventrículo cerebral"
"C716"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.6 Neoplasia maligna do cerebelo"
"C717"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.7 Neoplasia maligna do tronco cerebral"
"C718"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.8 Neoplasia maligna do encéfalo com lesão invasiva"
"C719"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C71.9 Neoplasia maligna do encéfalo, não especificado"
"C720"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.0 Neoplasia maligna da medula espinhal"
"C721"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.1 Neoplasia maligna da cauda eqüina"
"C722"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.2 Neoplasia maligna do nervo olfativo"
"C723"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.3 Neoplasia maligna do nervo óptico"
"C724"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.4 Neoplasia maligna do nervo acústico"
"C725"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.5 Neoplasia maligna de outros nervos cranianos e os não especificados"
"C728"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.8 Neoplasia maligna do encéfalo e de outras partes do sistema nervoso central com lesão invasiva"
"C729"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C72.9 Neoplasia maligna do sistema nervoso central, não especificado"
"C73"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C73. Neoplasia maligna da glândula tireóide"
"C740"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C74.0 Neoplasia maligna do córtex da supra-renal"
"C741"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C74.1 Neoplasia maligna da medula da supra-renal"
"C749"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C74.9 Neoplasia maligna da glândula supra-renal, não especificada"
"C750"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.0 Neoplasia maligna da glândula paratireóide"
"C751"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.1 Neoplasia maligna da glândula hipófise (pituitária)"
"C752"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.2 Neoplasia maligna do conduto craniofaríngeo"
"C753"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.3 Neoplasia maligna da glândula pineal"
"C754"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.4 Neoplasia maligna do corpo carotídeo"
"C755"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.5 Neoplasia maligna do corpo aórtico e outros paragânglios"
"C758"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.8 Neoplasia maligna com comprometimento pluriglandular, sem outra especificação"
"C759"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C75.9 Neoplasia maligna de glândula endócrina, não especificada"
"C760"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.0 Neoplasia maligna da cabeça, face e pescoço"
"C761"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.1 Neoplasia maligna do tórax"
"C762"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.2 Neoplasia maligna do abdome"
"C763"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.3 Neoplasia maligna da pelve"
"C764"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.4 Neoplasia maligna do membro superior"
"C765"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.5 Neoplasia maligna do membro inferior"
"C767"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.7 Neoplasia maligna de outras localizações mal definidas"
"C768"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C76.8 Neoplasia maligna de outras localizações e das mal definidas com lesão invasiva"
"C770"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.0 Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça, face e pescoço"
"C771"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.1 Neoplasia maligna secundária e não especificada dos gânglios linfáticos intratorácicos"
"C772"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.2 Neoplasia maligna secundária e não especificada dos gânglios linfáticos intra-abdominais"
"C773"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.3 Neoplasia maligna secundária e não especificada dos gânglios linfáticos axilares e dos membros superiores"
"C774"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.4 Neoplasia maligna secundária e não especificada dos gânglios linfáticos inguinais e dos membros inferiores"
"C775"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.5 Neoplasia maligna secundária e não especificada dos gânglios linfáticos intrapélvicos"
"C778"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.8 Neoplasia maligna secundária e não especificada dos gânglios linfáticos de múltiplas regiões"
"C779"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C77.9 Neoplasia maligna secundária e não especificada de gânglio linfático, não especificado"
"C780"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.0 Neoplasia maligna secundária dos pulmões"
"C781"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.1 Neoplasia maligna secundária do mediastino"
"C782"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.2 Neoplasia maligna secundária da pleura"
"C783"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.3 Neoplasia maligna secundária de outros órgãos respiratórios e não especificados"
"C784"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.4 Neoplasia maligna secundária do intestino delgado"
"C785"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.5 Neoplasia maligna secundária do intestino grosso e do reto"
"C786"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.6 Neoplasia maligna secundária do retroperitônio e do peritônio"
"C787"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.7 Neoplasia maligna secundária do fígado"
"C788"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C78.8 Neoplasia maligna secundária de outros órgãos digestivos e não especificados"
"C790"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.0 Neoplasia maligna secundária do rim e da pelve renal"
"C791"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.1 Neoplasia maligna secundária da bexiga, de outro órgão urinário e não especificado"
"C792"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.2 Neoplasia maligna secundária da pele"
"C793"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.3 Neoplasia maligna secundária do encéfalo e das meninges cerebrais"
"C794"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.4 Neoplasia maligna secundária de outras partes do sistema nervoso e não especificadas"
"C795"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.5 Neoplasia maligna secundária dos ossos e da medula óssea"
"C796"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.6 Neoplasia maligna secundária do ovário"
"C797"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.7 Neoplasia maligna secundária das glândulas supra-renais (adrenais)"
"C798"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C79.8 Neoplasia maligna secundária de outra localização especificada"
"C80"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C80. Neoplasia maligna, sem especificação de localização"
"C810"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.0 Doença de Hodgkin, predominância linfocítica"
"C811"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.1 Doença de Hodgkin, esclerose nodular"
"C812"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.2 Doença de Hodgkin, celularidade mista"
"C813"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.3 Doença de Hodgkin, depleção linfocítica"
"C817"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.7 Outra forma da doença de Hodgkin"
"C819"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C81.9 Doença de Hodgkin, não especificada"
"C820"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82.0 Linfoma não-Hodgkin, pequenas células clivadas, folicular"
"C821"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82.1 Linfoma não-Hodgkin, misto, de pequenas e grandes células clivadas, folicular"
"C822"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82.2 Linfoma não-Hodgkin, grandes células, folicular"
"C827"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82.7 Outros tipos de linfoma não-Hodgkin, folicular"
"C829"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C82.9 Linfoma não-Hodgkin, folicular, não especificado"
"C830"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.0 Linfoma não-Hodgkin difuso, pequenas células (difuso)"
"C831"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.1 Linfoma não-Hodgkin difuso, pequenas células clivadas (difuso)"
"C832"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.2 Linfoma não-Hodgkin difuso, misto, de pequenas e grandes células (difuso)"
"C833"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.3 Linfoma não-Hodgkin difuso, grandes células (difuso)"
"C834"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.4 Linfoma não-Hodgkin difuso, imunoblástico (difuso)"
"C835"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.5 Linfoma não-Hodgkin difuso, linfoblástico (difuso)"
"C836"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.6 Linfoma não-Hodgkin difuso, indiferenciado (difuso)"
"C837"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.7 Tumor de Burkitt"
"C838"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.8 Outros tipos de linfoma não-Hodgkin difuso"
"C839"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C83.9 Linfoma não-Hodgkin difuso, não especificado"
"C840"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.0 Micose fungóide"
"C841"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.1 Doença de Sézary"
"C842"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.2 Linfoma da zona T"
"C843"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.3 Linfoma linfoepitelióide"
"C844"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.4 Linfoma de células T, periférico"
"C845"," II - Neoplasias (tumores)","Neoplasias (tumores) malignas(os)","C84.5 Outros linfomas de células T e os não especificados"
